CODMUNRES,ano_nasc,Qtd_2Robson,Qtd_Total
410070,2019,25,133
410080,2012,16,98
410080,2013,0,83
410080,2014,22,119
410080,2015,13,103
410080,2016,15,105
410080,2017,22,111
410080,2018,22,110
410080,2019,10,114
410090,2012,2,75
410090,2013,0,71
410090,2014,5,85
410090,2015,8,79
410090,2016,11,87
410090,2017,19,82
410090,2018,10,60
410090,2019,21,94
410100,2012,32,249
410100,2013,0,250
410100,2014,57,279
410100,2015,45,242
410100,2016,59,256
410100,2017,49,266
410100,2018,58,290
410100,2019,60,286
410105,2012,5,28
410105,2013,0,33
410105,2014,10,27
410105,2015,6,31
410105,2016,10,42
410105,2017,7,29
410105,2018,12,33
410105,2019,6,26
410110,2012,11,261
410110,2013,0,239
410110,2014,12,216
410110,2015,19,248
410110,2016,11,259
410110,2017,16,246
410110,2018,12,235
410110,2019,17,239
410115,2012,7,35
410115,2013,0,46
410115,2014,4,49
410115,2015,12,52
410115,2016,5,42
410115,2017,10,41
410115,2018,6,39
410115,2019,10,48
410120,2012,22,202
410120,2013,0,316
410120,2014,64,303
410120,2015,41,259
410120,2016,31,252
410120,2017,36,279
410120,2018,26,245
410120,2019,15,235
410130,2012,9,62
410130,2013,0,76
410130,2014,13,66
410130,2015,9,72
410130,2016,8,91
410130,2017,13,75
410130,2018,9,62
410130,2019,6,64
410140,2012,503,1664
410140,2013,0,1708
410140,2014,627,1804
410140,2015,523,1796
410140,2016,500,1697
410140,2017,492,1786
410140,2018,471,1710
410140,2019,436,1712
410150,2012,349,1533
410150,2013,0,1660
410150,2014,456,1656
410150,2015,312,1628
410150,2016,361,1563
410150,2017,264,1589
410150,2018,207,1593
410150,2019,236,1509
410160,2012,39,392
410160,2013,0,369
410160,2014,60,357
410160,2015,55,355
410160,2016,74,359
410160,2017,68,396
410160,2018,47,382
410160,2019,37,358
410165,2012,12,34
410165,2013,0,43
410165,2014,8,34
410165,2015,13,40
410165,2016,26,62
410165,2017,19,51
410165,2018,9,43
410165,2019,13,36
410170,2012,42,179
410170,2013,0,175
410170,2014,69,194
410170,2015,56,198
410170,2016,54,206
410170,2017,34,190
410170,2018,37,188
410170,2019,38,202
410180,2012,609,2285
410180,2013,0,2336
410180,2014,486,2465
410180,2015,468,2460
410180,2016,501,2255
410180,2017,442,2358
410180,2018,410,2207
410180,2019,447,2262
410185,2012,10,36
410185,2013,0,36
410185,2014,14,32
410185,2015,17,40
410185,2016,14,31
410185,2017,9,44
410185,2018,11,33
410185,2019,10,34
410190,2012,49,227
410190,2013,0,213
410190,2014,29,250
410190,2015,40,231
410190,2016,23,206
410190,2017,27,192
410190,2018,41,197
410190,2019,31,141
410200,2012,53,398
410200,2013,0,371
410200,2014,75,397
410200,2015,90,422
410200,2016,100,445
410200,2017,143,470
410200,2018,114,462
410200,2019,117,477
410210,2012,95,348
410210,2013,0,348
410210,2014,76,321
410210,2015,71,354
410210,2016,56,328
410210,2017,61,315
410210,2018,65,354
410210,2019,69,349
410220,2012,5,30
410220,2013,0,48
410220,2014,9,40
410220,2015,10,43
410220,2016,10,43
410220,2017,14,51
410220,2018,10,47
410220,2019,10,53
410230,2012,34,201
410230,2013,0,197
410230,2014,17,186
410230,2015,20,216
410230,2016,23,191
410230,2017,26,237
410230,2018,23,206
410230,2019,11,170
410240,2012,41,401
410240,2013,0,427
410240,2014,77,421
410240,2015,79,459
410240,2016,50,432
410240,2017,32,446
410240,2018,67,450
410240,2019,83,445
410250,2012,14,125
410250,2013,0,124
410250,2014,18,137
410250,2015,16,137
410250,2016,9,126
410250,2017,4,119
410250,2018,9,114
410250,2019,8,109
410260,2012,20,130
410260,2013,0,137
410260,2014,22,110
410260,2015,30,153
410260,2016,23,146
410260,2017,19,149
410260,2018,37,165
410260,2019,20,163
410270,2012,1,22
410270,2013,0,36
410270,2014,1,36
410270,2015,2,22
410270,2016,3,25
410270,2017,1,25
410270,2018,1,30
410270,2019,1,27
410275,2012,5,49
410275,2013,0,28
410275,2014,2,35
410275,2015,1,49
410275,2016,2,26
410275,2017,2,48
410275,2018,4,34
410275,2019,3,35
410280,2012,25,209
410280,2013,0,224
410280,2014,34,203
410280,2015,34,212
410280,2016,41,210
410280,2017,65,217
410280,2018,60,231
410280,2019,18,191
410290,2012,50,229
410290,2013,0,234
410290,2014,41,244
410290,2015,74,249
410290,2016,45,271
410290,2017,79,270
410290,2018,76,288
410290,2019,37,280
410300,2012,5,40
410300,2013,0,51
410300,2014,13,55
410300,2015,11,48
410300,2016,9,51
410300,2017,13,64
410300,2018,9,54
410300,2019,7,53
410302,2012,7,38
410302,2013,0,37
410302,2014,5,39
410302,2015,6,42
410302,2016,6,27
410302,2017,10,30
410302,2018,12,36
410302,2019,5,31
410304,2012,22,86
410304,2013,0,89
410304,2014,17,83
410304,2015,11,75
410304,2016,13,91
410304,2017,16,82
410304,2018,15,88
410304,2019,15,91
410305,2012,30,115
410305,2013,0,108
410305,2014,36,125
410305,2015,21,115
410305,2016,19,101
410305,2017,21,123
410305,2018,13,108
410305,2019,15,109
410310,2012,26,179
410310,2013,0,164
410310,2014,36,188
410310,2015,27,180
410310,2016,19,181
410310,2017,29,200
410310,2018,26,195
410310,2019,20,172
410315,2012,7,33
410315,2013,0,41
410315,2014,12,57
410315,2015,7,51
410315,2016,7,42
410315,2017,13,62
410315,2018,9,51
410315,2019,12,56
410320,2012,30,103
410320,2013,0,102
410320,2014,39,110
410320,2015,37,125
410320,2016,17,88
410320,2017,23,86
410320,2018,19,102
410320,2019,25,99
410322,2012,14,49
410322,2013,0,44
410322,2014,9,39
410322,2015,8,41
410322,2016,13,35
410322,2017,12,36
410322,2018,10,39
410322,2019,9,37
410330,2012,15,87
410330,2013,0,67
410330,2014,6,84
410330,2015,13,83
410330,2016,19,103
410330,2017,17,89
410330,2018,17,76
410330,2019,15,70
410335,2012,23,68
410335,2013,0,83
410335,2014,17,65
410335,2015,20,76
410335,2016,13,73
410335,2017,11,64
410335,2018,11,62
410335,2019,13,80
410337,2012,10,38
410337,2013,0,46
410337,2014,15,48
410337,2015,16,39
410337,2016,12,44
410337,2017,20,54
410337,2018,16,52
410337,2019,14,53
410340,2012,6,25
410340,2013,0,21
410340,2014,7,27
410340,2015,9,41
410340,2016,4,20
410340,2017,4,15
410340,2018,3,31
410340,2019,3,25
410345,2012,26,208
410345,2013,0,242
410345,2014,30,268
410345,2015,30,324
410345,2016,29,260
410345,2017,45,300
410345,2018,50,283
410345,2019,56,338
410347,2012,16,49
410347,2013,0,45
410347,2014,13,37
410347,2015,15,46
410347,2016,11,40
410347,2017,18,51
410347,2018,17,57
410347,2019,16,61
410350,2012,37,95
410350,2013,0,93
410350,2014,48,137
410350,2015,38,122
410350,2016,44,136
410350,2017,19,113
410350,2018,36,120
410350,2019,24,121
410360,2012,29,298
410360,2013,0,287
410360,2014,35,310
410360,2015,34,312
410360,2016,36,287
410360,2017,38,283
410360,2018,45,301
410360,2019,42,302
410370,2012,360,1287
410370,2013,0,1391
410370,2014,271,1311
410370,2015,286,1410
410370,2016,294,1256
410370,2017,299,1355
410370,2018,216,1298
410370,2019,195,1251
410380,2012,27,104
410380,2013,0,89
410380,2014,21,89
410380,2015,42,119
410380,2016,26,91
410380,2017,24,98
410380,2018,28,111
410380,2019,31,103
410390,2012,39,220
410390,2013,0,214
410390,2014,26,230
410390,2015,28,208
410390,2016,30,253
410390,2017,25,221
410390,2018,23,230
410390,2019,22,219
410395,2012,22,60
410395,2013,0,48
410395,2014,17,73
410395,2015,8,58
410395,2016,12,64
410395,2017,9,70
410395,2018,12,60
410395,2019,12,69
410400,2012,166,800
410400,2013,0,788
410400,2014,214,844
410400,2015,173,817
410400,2016,160,786
410400,2017,140,842
410400,2018,152,768
410400,2019,134,739
410405,2012,12,69
410405,2013,0,58
410405,2014,18,78
410405,2015,11,48
410405,2016,10,58
410405,2017,12,63
410405,2018,6,47
410405,2019,4,60
410410,2012,23,118
410410,2013,0,120
410410,2014,32,128
410410,2015,31,121
410410,2016,13,117
410410,2017,22,135
410410,2018,15,120
410410,2019,18,121
410420,2012,246,1744
410420,2013,0,1795
410420,2014,187,1807
410420,2015,189,1843
410420,2016,182,1720
410420,2017,191,1735
410420,2018,237,1715
410420,2019,200,1656
410425,2012,76,412
410425,2013,0,408
410425,2014,69,408
410425,2015,71,431
410425,2016,66,431
410425,2017,70,390
410425,2018,61,393
410425,2019,66,404
410430,2012,250,1289
410430,2013,0,1328
410430,2014,246,1387
410430,2015,196,1292
410430,2016,181,1274
410430,2017,198,1385
410430,2018,199,1429
410430,2019,261,1238
410440,2012,24,200
410440,2013,0,197
410440,2014,42,240
410440,2015,22,198
410440,2016,24,226
410440,2017,19,186
410440,2018,19,202
410440,2019,14,195
410442,2012,42,234
410442,2013,0,220
410442,2014,44,249
410442,2015,47,251
410442,2016,45,239
410442,2017,53,279
410442,2018,35,248
410442,2019,43,234
410445,2012,27,185
410445,2013,0,190
410445,2014,24,173
410445,2015,18,203
410445,2016,24,204
410445,2017,23,185
410445,2018,18,198
410445,2019,17,164
410450,2012,27,221
410450,2013,0,231
410450,2014,19,212
410450,2015,23,238
410450,2016,13,234
410450,2017,7,250
410450,2018,14,277
410450,2019,24,250
410460,2012,64,215
410460,2013,0,180
410460,2014,30,211
410460,2015,24,216
410460,2016,28,200
410460,2017,35,244
410460,2018,19,225
410460,2019,27,242
410465,2012,72,355
410465,2013,0,371
410465,2014,53,388
410465,2015,61,366
410465,2016,72,362
410465,2017,46,365
410465,2018,54,366
410465,2019,45,344
410470,2012,27,175
410470,2013,0,188
410470,2014,20,182
410470,2015,21,178
410470,2016,13,176
410470,2017,16,202
410470,2018,31,217
410470,2019,25,198
410480,2012,1250,4435
410480,2013,0,4646
410480,2014,1582,4900
410480,2015,1404,4768
410480,2016,1067,4705
410480,2017,977,4879
410480,2018,852,4934
410480,2019,924,5209
410490,2012,188,1206
410490,2013,0,1231
410490,2014,150,1178
410490,2015,184,1210
410490,2016,191,1113
410490,2017,167,1209
410490,2018,183,1215
410490,2019,137,1187
410500,2012,14,123
410500,2013,0,113
410500,2014,27,136
410500,2015,22,126
410500,2016,28,114
410500,2017,22,115
410500,2018,18,128
410500,2019,18,113
410510,2012,7,129
410510,2013,0,116
410510,2014,22,116
410510,2015,13,123
410510,2016,16,119
410510,2017,37,173
410510,2018,24,135
410510,2019,16,130
410520,2012,25,234
410520,2013,0,237
410520,2014,44,242
410520,2015,43,215
410520,2016,33,218
410520,2017,31,221
410520,2018,53,245
410520,2019,52,239
410530,2012,31,146
410530,2013,0,130
410530,2014,36,139
410530,2015,26,130
410530,2016,26,144
410530,2017,22,130
410530,2018,26,138
410530,2019,20,129
410540,2012,61,272
410540,2013,0,257
410540,2014,44,269
410540,2015,63,275
410540,2016,62,275
410540,2017,64,288
410540,2018,64,271
410540,2019,63,317
410550,2012,198,1029
410550,2013,0,1047
410550,2014,215,1020
410550,2015,232,1138
410550,2016,256,1069
410550,2017,234,1124
410550,2018,217,1093
410550,2019,178,1105
410560,2012,17,136
410560,2013,0,161
410560,2014,19,173
410560,2015,27,179
410560,2016,25,171
410560,2017,29,148
410560,2018,30,163
410560,2019,27,167
410570,2012,16,272
410570,2013,0,284
410570,2014,51,292
410570,2015,51,272
410570,2016,48,263
410570,2017,29,230
410570,2018,37,263
410570,2019,33,264
410580,2012,715,3827
410580,2013,0,3854
410580,2014,680,3820
410580,2015,589,3854
410580,2016,538,3720
410580,2017,543,3696
410580,2018,464,3567
410580,2019,480,3458
410590,2012,67,270
410590,2013,0,268
410590,2014,63,277
410590,2015,77,325
410590,2016,57,293
410590,2017,61,286
410590,2018,70,285
410590,2019,50,263
410600,2012,9,122
410600,2013,0,139
410600,2014,7,119
410600,2015,13,118
410600,2016,10,120
410600,2017,7,137
410600,2018,16,129
410600,2019,7,101
410610,2012,3,31
410610,2013,0,41
410610,2014,7,55
410610,2015,9,48
410610,2016,6,31
410610,2017,5,56
410610,2018,8,54
410610,2019,3,35
410620,2012,66,251
410620,2013,0,221
410620,2014,49,248
410620,2015,44,270
410620,2016,48,248
410620,2017,40,241
410620,2018,43,251
410620,2019,48,259
410630,2012,37,214
410630,2013,0,192
410630,2014,63,254
410630,2015,57,247
410630,2016,56,260
410630,2017,48,257
410630,2018,36,212
410630,2019,44,212
410640,2012,67,505
410640,2013,0,556
410640,2014,114,543
410640,2015,137,572
410640,2016,137,545
410640,2017,133,516
410640,2018,127,501
410640,2019,129,492
410645,2012,34,116
410645,2013,0,113
410645,2014,17,105
410645,2015,25,112
410645,2016,21,88
410645,2017,20,106
410645,2018,17,112
410645,2019,20,83
410650,2012,62,300
410650,2013,0,325
410650,2014,68,315
410650,2015,92,322
410650,2016,96,352
410650,2017,68,333
410650,2018,58,308
410650,2019,63,324
410655,2012,4,42
410655,2013,0,34
410655,2014,5,34
410655,2015,2,40
410655,2016,5,53
410655,2017,5,40
410655,2018,3,63
410655,2019,7,45
410657,2012,8,58
410657,2013,0,55
410657,2014,5,59
410657,2015,7,47
410657,2016,8,35
410657,2017,14,63
410657,2018,7,46
410657,2019,8,50
410660,2012,68,264
410660,2013,0,262
410660,2014,87,287
410660,2015,82,314
410660,2016,52,284
410660,2017,68,292
410660,2018,47,278
410660,2019,80,301
410670,2012,19,53
410670,2013,0,58
410670,2014,19,80
410670,2015,18,61
410670,2016,22,69
410670,2017,20,77
410670,2018,11,70
410670,2019,18,69
410680,2012,33,201
410680,2013,0,238
410680,2014,57,250
410680,2015,56,245
410680,2016,47,224
410680,2017,25,210
410680,2018,33,219
410680,2019,36,183
410685,2012,13,36
410685,2013,0,42
410685,2014,13,42
410685,2015,15,49
410685,2016,11,41
410685,2017,14,42
410685,2018,8,51
410685,2019,12,51
410690,2012,5472,25079
410690,2013,0,24932
410690,2014,5422,24815
410690,2015,4707,24506
410690,2016,4379,23217
410690,2017,3963,22745
410690,2018,3741,22112
410690,2019,3677,21393
410700,2012,56,191
410700,2013,0,173
410700,2014,21,140
410700,2015,35,193
410700,2016,40,186
410700,2017,35,189
410700,2018,44,165
410700,2019,35,183
410710,2012,8,62
410710,2013,0,66
410710,2014,1,50
410710,2015,3,65
410710,2016,11,59
410710,2017,9,46
410710,2018,12,51
410710,2019,12,50
410712,2012,3,53
410712,2013,0,38
410712,2014,10,49
410712,2015,9,43
410712,2016,6,47
410712,2017,9,53
410712,2018,8,60
410712,2019,5,43
410715,2012,7,71
410715,2013,0,78
410715,2014,5,76
410715,2015,4,71
410715,2016,8,64
410715,2017,9,76
410715,2018,9,64
410715,2019,10,66
410720,2012,136,585
410720,2013,0,567
410720,2014,110,593
410720,2015,122,603
410720,2016,165,631
410720,2017,161,624
410720,2018,126,616
410720,2019,138,632
410725,2012,28,115
410725,2013,0,142
410725,2014,25,115
410725,2015,27,140
410725,2016,38,122
410725,2017,34,127
410725,2018,30,137
410725,2019,29,121
410730,2012,16,61
410730,2013,0,73
410730,2014,18,60
410730,2015,9,62
410730,2016,18,65
410730,2017,15,61
410730,2018,19,70
410730,2019,14,66
410740,2012,11,66
410740,2013,0,60
410740,2014,15,75
410740,2015,16,75
410740,2016,14,67
410740,2017,13,65
410740,2018,15,74
410740,2019,8,63
410750,2012,28,161
410750,2013,0,164
410750,2014,44,191
410750,2015,35,178
410750,2016,28,171
410750,2017,19,165
410750,2018,6,142
410750,2019,22,147
410752,2012,6,25
410752,2013,0,25
410752,2014,12,35
410752,2015,8,23
410752,2016,8,26
410752,2017,7,22
410752,2018,1,23
410752,2019,3,21
410753,2012,22,57
410753,2013,0,38
410753,2014,10,51
410753,2015,16,60
410753,2016,12,68
410753,2017,11,55
410753,2018,12,70
410753,2019,15,56
410754,2012,7,77
410754,2013,0,67
410754,2014,6,63
410754,2015,12,76
410754,2016,5,69
410754,2017,7,63
410754,2018,12,69
410754,2019,7,63
410755,2012,5,33
410755,2013,0,45
410755,2014,12,51
410755,2015,16,52
410755,2016,6,42
410755,2017,9,48
410755,2018,2,28
410755,2019,6,35
410760,2012,30,244
410760,2013,0,266
410760,2014,53,279
410760,2015,40,249
410760,2016,37,246
410760,2017,44,270
410760,2018,27,254
410760,2019,62,253
410765,2012,365,1809
410765,2013,0,1771
410765,2014,333,1785
410765,2015,383,2099
410765,2016,363,1969
410765,2017,294,1952
410765,2018,304,1980
410765,2019,300,1901
410770,2012,9,56
410770,2013,0,71
410770,2014,12,62
410770,2015,8,43
410770,2016,9,45
410770,2017,3,59
410770,2018,6,62
410770,2019,7,56
410773,2012,46,110
410773,2013,0,86
410773,2014,13,74
410773,2015,14,96
410773,2016,16,83
410773,2017,25,102
410773,2018,23,90
410773,2019,24,86
410775,2012,25,107
410775,2013,0,104
410775,2014,12,93
410775,2015,16,98
410775,2016,12,90
410775,2017,8,97
410775,2018,20,114
410775,2019,17,115
410780,2012,8,49
410780,2013,0,63
410780,2014,10,56
410780,2015,12,53
410780,2016,11,60
410780,2017,12,55
410780,2018,8,51
410780,2019,8,60
410785,2012,3,52
410785,2013,0,68
410785,2014,5,66
410785,2015,7,90
410785,2016,3,60
410785,2017,1,74
410785,2018,6,79
410785,2019,7,64
410790,2012,15,78
410790,2013,0,92
410790,2014,21,91
410790,2015,18,90
410790,2016,21,80
410790,2017,19,116
410790,2018,24,108
410790,2019,18,122
410800,2012,8,151
410800,2013,0,151
410800,2014,3,171
410800,2015,10,191
410800,2016,16,198
410800,2017,27,150
410800,2018,27,161
410800,2019,15,133
410810,2012,7,33
410810,2013,0,31
410810,2014,3,32
410810,2015,12,33
410810,2016,7,28
410810,2017,4,27
410810,2018,6,38
410810,2019,11,40
410820,2012,24,94
410820,2013,0,77
410820,2014,23,86
410820,2015,23,93
410820,2016,20,81
410820,2017,23,109
410820,2018,15,84
410820,2019,18,84
410830,2012,1357,4392
410830,2013,0,4385
410830,2014,1299,4501
410830,2015,1225,4327
410830,2016,989,4198
410830,2017,1035,4401
410830,2018,1067,4422
410830,2019,987,4423
410832,2012,15,90
410832,2013,0,95
410832,2014,28,97
410832,2015,20,82
410832,2016,20,108
410832,2017,26,94
410832,2018,20,98
410832,2019,26,99
410840,2012,239,1182
410840,2013,0,1192
410840,2014,287,1225
410840,2015,306,1252
410840,2016,295,1301
410840,2017,282,1313
410840,2018,305,1325
410840,2019,330,1348
410845,2012,14,73
410845,2013,0,85
410845,2014,16,83
410845,2015,16,92
410845,2016,20,91
410845,2017,10,76
410845,2018,5,56
410845,2019,9,72
410850,2012,42,208
410850,2013,0,201
410850,2014,36,228
410850,2015,41,238
410850,2016,27,232
410850,2017,33,199
410850,2018,29,205
410850,2019,25,194
410855,2012,10,37
410855,2013,0,33
410855,2014,6,31
410855,2015,8,33
410855,2016,4,22
410855,2017,7,38
410855,2018,11,48
410855,2019,1,20
410860,2012,45,311
410860,2013,0,401
410860,2014,82,383
410860,2015,73,364
410860,2016,71,373
410860,2017,78,383
410860,2018,64,373
410860,2019,83,367
410865,2012,29,113
410865,2013,0,89
410865,2014,21,87
410865,2015,21,126
410865,2016,17,106
410865,2017,19,108
410865,2018,16,117
410865,2019,6,91
410870,2012,7,86
410870,2013,0,96
410870,2014,9,102
410870,2015,6,84
410870,2016,5,85
410870,2017,9,88
410870,2018,9,96
410870,2019,12,85
410880,2012,32,510
410880,2013,0,472
410880,2014,24,469
410880,2015,30,547
410880,2016,38,469
410880,2017,47,496
410880,2018,47,555
410880,2019,44,500
410890,2012,19,95
410890,2013,0,91
410890,2014,12,85
410890,2015,5,73
410890,2016,20,91
410890,2017,25,77
410890,2018,27,102
410890,2019,21,98
410895,2012,15,101
410895,2013,0,105
410895,2014,21,119
410895,2015,19,89
410895,2016,24,111
410895,2017,18,114
410895,2018,27,149
410895,2019,22,103
410900,2012,11,55
410900,2013,0,56
410900,2014,1,50
410900,2015,8,65
410900,2016,8,56
410900,2017,0,55
410900,2018,4,64
410900,2019,3,51
410910,2012,5,19
410910,2013,0,24
410910,2014,4,21
410910,2015,5,30
410910,2016,7,21
410910,2017,4,21
410910,2018,4,20
410910,2019,5,26
410920,2012,13,51
410920,2013,0,62
410920,2014,19,57
410920,2015,21,59
410920,2016,9,31
410920,2017,13,67
410920,2018,6,48
410920,2019,11,62
410930,2012,24,194
410930,2013,0,188
410930,2014,26,172
410930,2015,42,214
410930,2016,29,198
410930,2017,21,210
410930,2018,27,203
410930,2019,24,164
410940,2012,648,2735
410940,2013,0,2795
410940,2014,675,2924
410940,2015,583,2984
410940,2016,471,2847
410940,2017,482,2984
410940,2018,453,3062
410940,2019,444,3014
410950,2012,12,94
410950,2013,0,108
410950,2014,13,78
410950,2015,22,89
410950,2016,17,104
410950,2017,19,99
410950,2018,19,99
410950,2019,17,122
410960,2012,59,488
410960,2013,0,521
410960,2014,75,562
410960,2015,90,573
410960,2016,71,519
410960,2017,70,512
410960,2018,65,531
410960,2019,48,500
410965,2012,21,78
410965,2013,0,64
410965,2014,21,83
410965,2015,16,75
410965,2016,15,78
410965,2017,19,55
410965,2018,13,64
410965,2019,16,65
410970,2012,53,403
410970,2013,0,369
410970,2014,51,366
410970,2015,43,333
410970,2016,25,351
410970,2017,29,346
410970,2018,50,407
410970,2019,71,391
410975,2012,10,108
410975,2013,0,117
410975,2014,9,98
410975,2015,14,110
410975,2016,11,99
410975,2017,19,94
410975,2018,26,132
410975,2019,15,91
410980,2012,211,711
410980,2013,0,729
410980,2014,186,686
410980,2015,175,712
410980,2016,136,727
410980,2017,128,701
410980,2018,144,702
410980,2019,125,649
410990,2012,27,108
410990,2013,0,119
410990,2014,29,105
410990,2015,29,113
410990,2016,29,121
410990,2017,27,114
410990,2018,32,126
410990,2019,29,145
411000,2012,15,55
411000,2013,0,65
411000,2014,18,78
411000,2015,14,71
411000,2016,11,63
411000,2017,9,54
411000,2018,15,63
411000,2019,19,84
411005,2012,1,12
411005,2013,0,16
411005,2014,7,34
411005,2015,7,27
411005,2016,3,28
411005,2017,3,26
411005,2018,4,18
411005,2019,4,23
411007,2012,43,186
411007,2013,0,186
411007,2014,33,198
411007,2015,26,200
411007,2016,70,222
411007,2017,53,178
411007,2018,44,170
411007,2019,37,183
411010,2012,98,482
411010,2013,0,462
411010,2014,131,462
411010,2015,127,449
411010,2016,129,503
411010,2017,126,471
411010,2018,113,470
411010,2019,89,484
411020,2012,34,161
411020,2013,0,170
411020,2014,37,151
411020,2015,45,163
411020,2016,39,139
411020,2017,42,172
411020,2018,26,128
411020,2019,36,158
411030,2012,12,38
411030,2013,0,36
411030,2014,6,36
411030,2015,9,39
411030,2016,8,35
411030,2017,11,32
411030,2018,4,22
411030,2019,7,36
411040,2012,12,60
411040,2013,0,64
411040,2014,11,46
411040,2015,9,53
411040,2016,10,66
411040,2017,12,51
411040,2018,7,53
411040,2019,5,57
411050,2012,29,196
411050,2013,0,175
411050,2014,22,199
411050,2015,28,195
411050,2016,32,202
411050,2017,37,192
411050,2018,28,195
411050,2019,34,211
411060,2012,46,197
411060,2013,0,186
411060,2014,33,185
411060,2015,48,206
411060,2016,29,203
411060,2017,39,193
411060,2018,46,234
411060,2019,43,207
411065,2012,1,35
411065,2013,0,16
411065,2014,6,25
411065,2015,6,24
411065,2016,5,23
411065,2017,3,20
411065,2018,4,30
411065,2019,5,26
411070,2012,284,756
411070,2013,0,803
411070,2014,266,833
411070,2015,241,857
411070,2016,239,853
411070,2017,225,850
411070,2018,212,824
411070,2019,207,805
411080,2012,24,140
411080,2013,0,145
411080,2014,19,133
411080,2015,14,144
411080,2016,6,146
411080,2017,8,145
411080,2018,13,160
411080,2019,13,128
411090,2012,12,48
411090,2013,0,53
411090,2014,12,71
411090,2015,12,72
411090,2016,12,57
411090,2017,12,66
411090,2018,10,58
411090,2019,9,48
411095,2012,50,151
411095,2013,0,152
411095,2014,36,146
411095,2015,39,153
411095,2016,44,142
411095,2017,33,194
411095,2018,29,157
411095,2019,29,166
411100,2012,5,80
411100,2013,0,79
411100,2014,10,72
411100,2015,7,60
411100,2016,10,65
411100,2017,8,66
411100,2018,10,65
411100,2019,16,87
411110,2012,15,67
411110,2013,0,70
411110,2014,14,76
411110,2015,10,55
411110,2016,12,66
411110,2017,18,73
411110,2018,23,84
411110,2019,9,69
411120,2012,41,130
411120,2013,0,116
411120,2014,36,146
411120,2015,49,159
411120,2016,39,153
411120,2017,47,189
411120,2018,46,169
411120,2019,45,179
411125,2012,59,449
411125,2013,0,525
411125,2014,103,537
411125,2015,76,500
411125,2016,76,498
411125,2017,85,527
411125,2018,110,527
411125,2019,80,506
411130,2012,4,56
411130,2013,0,57
411130,2014,6,59
411130,2015,7,42
411130,2016,9,48
411130,2017,9,38
411130,2018,20,55
411130,2019,7,47
411140,2012,45,190
411140,2013,0,220
411140,2014,39,190
411140,2015,43,206
411140,2016,45,185
411140,2017,35,196
411140,2018,38,206
411140,2019,21,166
411150,2012,138,412
411150,2013,0,396
411150,2014,115,420
411150,2015,130,404
411150,2016,122,372
411150,2017,129,389
411150,2018,125,401
411150,2019,107,414
411155,2012,41,117
411155,2013,0,107
411155,2014,21,109
411155,2015,39,116
411155,2016,32,122
411155,2017,22,91
411155,2018,10,90
411155,2019,18,82
411160,2012,2,20
411160,2013,0,31
411160,2014,8,31
411160,2015,2,24
411160,2016,3,32
411160,2017,12,38
411160,2018,10,32
411160,2019,13,36
411170,2012,13,72
411170,2013,0,69
411170,2014,11,46
411170,2015,12,50
411170,2016,14,99
411170,2017,0,79
411170,2018,2,67
411170,2019,6,62
411180,2012,133,548
411180,2013,0,579
411180,2014,126,588
411180,2015,126,577
411180,2016,115,539
411180,2017,99,543
411180,2018,139,601
411180,2019,132,606
411190,2012,34,163
411190,2013,0,189
411190,2014,36,164
411190,2015,32,182
411190,2016,30,167
411190,2017,31,177
411190,2018,31,163
411190,2019,29,166
411200,2012,47,582
411200,2013,0,528
411200,2014,74,619
411200,2015,101,622
411200,2016,46,581
411200,2017,45,552
411200,2018,52,553
411200,2019,55,499
411210,2012,28,234
411210,2013,0,266
411210,2014,18,255
411210,2015,28,278
411210,2016,18,266
411210,2017,22,273
411210,2018,54,260
411210,2019,59,265
411220,2012,5,66
411220,2013,0,72
411220,2014,21,79
411220,2015,19,71
411220,2016,12,86
411220,2017,16,72
411220,2018,11,72
411220,2019,11,47
411230,2012,7,57
411230,2013,0,57
411230,2014,4,61
411230,2015,11,81
411230,2016,6,56
411230,2017,8,74
411230,2018,7,77
411230,2019,4,57
411240,2012,8,75
411240,2013,0,82
411240,2014,13,101
411240,2015,13,87
411240,2016,16,102
411240,2017,27,109
411240,2018,16,96
411240,2019,15,96
411250,2012,24,155
411250,2013,0,154
411250,2014,30,161
411250,2015,18,128
411250,2016,23,141
411250,2017,21,131
411250,2018,15,153
411250,2019,28,146
411260,2012,5,20
411260,2013,0,20
411260,2014,3,19
411260,2015,1,13
411260,2016,3,18
411260,2017,2,14
411260,2018,2,31
411260,2019,3,13
411270,2012,27,158
411270,2013,0,167
411270,2014,56,206
411270,2015,41,179
411270,2016,34,174
411270,2017,35,197
411270,2018,32,173
411270,2019,28,152
411275,2012,32,96
411275,2013,0,103
411275,2014,22,109
411275,2015,27,101
411275,2016,20,101
411275,2017,14,101
411275,2018,17,97
411275,2019,23,98
411280,2012,28,129
411280,2013,0,148
411280,2014,24,184
411280,2015,13,189
411280,2016,16,157
411280,2017,10,163
411280,2018,13,147
411280,2019,16,168
411290,2012,5,36
411290,2013,0,25
411290,2014,1,41
411290,2015,2,41
411290,2016,5,42
411290,2017,2,31
411290,2018,2,51
411290,2019,1,39
411295,2012,19,94
411295,2013,0,106
411295,2014,19,91
411295,2015,14,74
411295,2016,15,100
411295,2017,13,96
411295,2018,18,103
411295,2019,15,103
411300,2012,10,91
411300,2013,0,90
411300,2014,19,92
411300,2015,17,91
411300,2016,16,86
411300,2017,19,90
