CODMUNRES,ano_nasc,Qtd_Baixo_Peso,Qtd_Total
412795,2016,6,81
412795,2017,6,91
412795,2018,5,91
412795,2019,1,91
412796,2012,13,198
412796,2013,15,215
412796,2014,18,205
412796,2015,31,235
412796,2016,22,227
412796,2017,19,226
412796,2018,17,217
412796,2019,15,189
412800,2012,29,310
412800,2013,19,238
412800,2014,22,273
412800,2015,18,291
412800,2016,28,285
412800,2017,20,315
412800,2018,32,295
412800,2019,26,310
412810,2012,107,1381
412810,2013,110,1381
412810,2014,136,1575
412810,2015,137,1493
412810,2016,123,1471
412810,2017,140,1567
412810,2018,135,1555
412810,2019,134,1610
412820,2012,55,738
412820,2013,66,772
412820,2014,73,821
412820,2015,72,889
412820,2016,69,758
412820,2017,65,842
412820,2018,82,816
412820,2019,76,848
412830,2012,3,36
412830,2013,2,22
412830,2014,1,28
412830,2015,6,39
412830,2016,0,24
412830,2017,1,27
412830,2018,3,21
412830,2019,4,27
412840,2012,14,160
412840,2013,9,113
412840,2014,9,120
412840,2015,12,132
412840,2016,10,116
412840,2017,8,98
412840,2018,9,113
412840,2019,9,100
412850,2012,23,247
412850,2013,21,276
412850,2014,20,282
412850,2015,18,252
412850,2016,23,248
412850,2017,28,258
412850,2018,28,275
412850,2019,30,286
412853,2012,10,129
412853,2013,8,129
412853,2014,10,135
412853,2015,11,131
412853,2016,6,133
412853,2017,8,158
412853,2018,10,135
412853,2019,19,136
412855,2012,5,85
412855,2013,12,110
412855,2014,7,113
412855,2015,9,108
412855,2016,18,107
412855,2017,10,108
412855,2018,10,99
412855,2019,5,107
412860,2012,16,93
412860,2013,5,98
412860,2014,11,119
412860,2015,5,77
412860,2016,14,102
412860,2017,10,114
412860,2018,6,105
412860,2019,4,94
412862,2012,1,38
412862,2013,1,46
412862,2014,7,55
412862,2015,1,29
412862,2016,2,50
412862,2017,4,45
412862,2018,1,52
412862,2019,3,58
412863,2012,4,61
412863,2013,6,63
412863,2014,6,65
412863,2015,4,75
412863,2016,7,66
412863,2017,7,70
412863,2018,7,80
412863,2019,10,68
412865,2012,1,48
412865,2013,3,55
412865,2014,1,53
412865,2015,8,61
412865,2016,3,60
412865,2017,5,56
412865,2018,1,59
412865,2019,4,61
412870,2012,8,84
412870,2013,9,89
412870,2014,11,104
412870,2015,11,113
412870,2016,18,128
412870,2017,12,131
412870,2018,12,119
412870,2019,9,119
412880,2012,6,64
412880,2013,2,63
412880,2014,4,73
412880,2015,5,83
412880,2016,6,65
412880,2017,4,73
412880,2018,5,78
412880,2019,6,74
420000,2013,0,1
420000,2015,0,2
420000,2016,0,1
420000,2017,0,1
420000,2019,0,3
420005,2012,3,33
420005,2013,6,48
420005,2014,1,33
420005,2015,5,27
420005,2016,2,27
420005,2017,4,41
420005,2018,5,35
420005,2019,0,25
420010,2012,19,269
420010,2013,20,258
420010,2014,28,299
420010,2015,24,290
420010,2016,33,314
420010,2017,23,277
420010,2018,37,299
420010,2019,26,285
420020,2012,13,142
420020,2013,9,138
420020,2014,6,125
420020,2015,14,166
420020,2016,6,138
420020,2017,15,159
420020,2018,6,140
420020,2019,8,124
420030,2012,3,66
420030,2013,2,41
420030,2014,2,54
420030,2015,1,53
420030,2016,1,48
420030,2017,4,68
420030,2018,4,76
420030,2019,6,70
420040,2012,5,91
420040,2013,2,73
420040,2014,2,89
420040,2015,12,103
420040,2016,4,74
420040,2017,11,106
420040,2018,9,98
420040,2019,2,112
420050,2012,6,69
420050,2013,3,71
420050,2014,5,64
420050,2015,5,77
420050,2016,6,86
420050,2017,3,54
420050,2018,2,76
420050,2019,2,92
420055,2012,2,29
420055,2013,1,32
420055,2014,1,28
420055,2015,0,38
420055,2016,0,23
420055,2017,2,28
420055,2018,3,40
420055,2019,2,33
420060,2012,3,67
420060,2013,3,60
420060,2014,6,60
420060,2015,4,65
420060,2016,6,77
420060,2017,5,78
420060,2018,2,78
420060,2019,3,74
420070,2012,2,105
420070,2013,6,114
420070,2014,6,128
420070,2015,12,122
420070,2016,17,110
420070,2017,5,134
420070,2018,11,118
420070,2019,8,99
420075,2012,4,18
420075,2013,0,8
420075,2014,1,16
420075,2015,1,13
420075,2016,2,21
420075,2017,0,6
420075,2018,3,18
420075,2019,1,21
420080,2012,8,73
420080,2013,6,78
420080,2014,6,80
420080,2015,4,63
420080,2016,5,64
420080,2017,7,66
420080,2018,5,64
420080,2019,3,58
420090,2012,2,58
420090,2013,1,51
420090,2014,3,57
420090,2015,4,47
420090,2016,4,53
420090,2017,5,54
420090,2018,4,59
420090,2019,5,64
420100,2012,3,96
420100,2013,15,114
420100,2014,9,109
420100,2015,11,97
420100,2016,14,102
420100,2017,9,83
420100,2018,10,117
420100,2019,5,96
420110,2012,2,25
420110,2013,3,30
420110,2014,1,29
420110,2015,1,30
420110,2016,2,18
420110,2017,0,32
420110,2018,0,38
420110,2019,2,35
420120,2012,6,102
420120,2013,6,97
420120,2014,7,116
420120,2015,9,123
420120,2016,10,128
420120,2017,11,125
420120,2018,9,129
420120,2019,5,130
420125,2012,10,123
420125,2013,6,125
420125,2014,15,156
420125,2015,9,127
420125,2016,10,116
420125,2017,11,145
420125,2018,11,139
420125,2019,8,127
420127,2012,6,42
420127,2013,0,45
420127,2014,3,42
420127,2015,2,44
420127,2016,2,46
420127,2017,5,55
420127,2018,0,44
420127,2019,4,54
420130,2012,37,499
420130,2013,34,459
420130,2014,35,494
420130,2015,32,549
420130,2016,28,549
420130,2017,37,560
420130,2018,42,588
420130,2019,38,572
420140,2012,63,872
420140,2013,60,829
420140,2014,65,893
420140,2015,65,942
420140,2016,52,895
420140,2017,60,917
420140,2018,79,910
420140,2019,98,1004
420150,2012,6,103
420150,2013,4,95
420150,2014,9,107
420150,2015,11,124
420150,2016,11,94
420150,2017,14,132
420150,2018,12,113
420150,2019,8,117
420160,2012,1,28
420160,2013,3,32
420160,2014,4,34
420160,2015,3,26
420160,2016,3,40
420160,2017,5,43
420160,2018,1,31
420160,2019,4,41
420165,2012,2,24
420165,2013,1,24
420165,2014,3,28
420165,2015,1,25
420165,2016,0,14
420165,2017,3,32
420165,2018,0,15
420165,2019,2,23
420170,2012,9,102
420170,2013,5,79
420170,2014,8,99
420170,2015,6,99
420170,2016,8,102
420170,2017,5,84
420170,2018,11,126
420170,2019,5,100
420180,2012,3,33
420180,2013,2,45
420180,2014,1,48
420180,2015,5,48
420180,2016,4,28
420180,2017,2,51
420180,2018,0,32
420180,2019,4,44
420190,2012,7,78
420190,2013,1,68
420190,2014,2,70
420190,2015,3,72
420190,2016,3,63
420190,2017,4,80
420190,2018,7,89
420190,2019,5,84
420195,2012,17,158
420195,2013,9,149
420195,2014,4,138
420195,2015,8,166
420195,2016,11,143
420195,2017,15,162
420195,2018,9,155
420195,2019,15,166
420200,2012,115,1354
420200,2013,115,1442
420200,2014,99,1536
420200,2015,100,1607
420200,2016,116,1601
420200,2017,125,1695
420200,2018,109,1635
420200,2019,135,1595
420205,2012,4,108
420205,2013,4,107
420205,2014,13,139
420205,2015,10,134
420205,2016,15,137
420205,2017,8,146
420205,2018,15,149
420205,2019,12,142
420207,2012,4,95
420207,2013,7,118
420207,2014,5,130
420207,2015,13,130
420207,2016,8,139
420207,2017,10,145
420207,2018,17,161
420207,2019,11,151
420208,2012,1,38
420208,2013,2,32
420208,2014,5,35
420208,2015,1,40
420208,2016,4,40
420208,2017,1,34
420208,2018,5,41
420208,2019,2,44
420209,2012,1,24
420209,2013,2,18
420209,2014,2,21
420209,2015,3,14
420209,2016,2,14
420209,2017,3,24
420209,2018,0,10
420209,2019,1,20
420210,2012,21,361
420210,2013,34,411
420210,2014,32,417
420210,2015,28,475
420210,2016,38,510
420210,2017,34,515
420210,2018,41,524
420210,2019,41,506
420213,2012,6,66
420213,2013,4,68
420213,2014,7,78
420213,2015,2,53
420213,2016,3,53
420213,2017,5,69
420213,2018,11,87
420213,2019,7,65
420215,2012,0,34
420215,2013,4,29
420215,2014,1,32
420215,2015,2,26
420215,2016,2,34
420215,2017,5,41
420215,2018,4,28
420215,2019,4,33
420220,2012,7,102
420220,2013,8,110
420220,2014,5,99
420220,2015,6,119
420220,2016,7,119
420220,2017,6,102
420220,2018,8,125
420220,2019,8,97
420230,2012,71,875
420230,2013,70,889
420230,2014,82,965
420230,2015,73,992
420230,2016,80,952
420230,2017,91,994
420230,2018,56,958
420230,2019,63,965
420240,2012,358,4401
420240,2013,358,4268
420240,2014,351,4480
420240,2015,399,4511
420240,2016,324,4401
420240,2017,353,4510
420240,2018,375,4532
420240,2019,353,4411
420243,2012,3,34
420243,2013,4,48
420243,2014,4,53
420243,2015,2,59
420243,2016,2,39
420243,2017,5,50
420243,2018,0,35
420243,2019,3,33
420245,2012,14,229
420245,2013,19,265
420245,2014,16,253
420245,2015,13,277
420245,2016,10,285
420245,2017,19,292
420245,2018,28,299
420245,2019,17,302
420250,2012,3,39
420250,2013,3,39
420250,2014,4,51
420250,2015,6,45
420250,2016,3,48
420250,2017,5,51
420250,2018,8,53
420250,2019,2,35
420253,2012,5,48
420253,2013,3,34
420253,2014,3,49
420253,2015,6,36
420253,2016,1,34
420253,2017,5,30
420253,2018,5,32
420253,2019,3,36
420257,2012,3,25
420257,2013,2,26
420257,2014,3,22
420257,2015,1,23
420257,2016,2,21
420257,2017,1,29
420257,2018,0,21
420257,2019,1,22
420260,2012,10,117
420260,2013,11,110
420260,2014,12,108
420260,2015,11,151
420260,2016,8,131
420260,2017,15,156
420260,2018,14,120
420260,2019,18,124
420270,2012,1,63
420270,2013,6,57
420270,2014,3,45
420270,2015,5,65
420270,2016,2,59
420270,2017,9,54
420270,2018,5,60
420270,2019,5,72
420280,2012,30,459
420280,2013,35,456
420280,2014,34,453
420280,2015,37,495
420280,2016,30,469
420280,2017,34,498
420280,2018,28,516
420280,2019,42,573
420285,2012,2,48
420285,2013,3,59
420285,2014,3,50
420285,2015,3,47
420285,2016,3,45
420285,2017,3,44
420285,2018,2,42
420285,2019,1,44
420287,2012,0,33
420287,2013,3,34
420287,2014,3,30
420287,2015,2,23
420287,2016,3,32
420287,2017,1,28
420287,2018,3,37
420287,2019,4,32
420290,2012,115,1526
420290,2013,132,1625
420290,2014,120,1657
420290,2015,130,1730
420290,2016,137,1731
420290,2017,138,1841
420290,2018,141,1923
420290,2019,124,1960
420300,2012,84,1115
420300,2013,93,1175
420300,2014,99,1221
420300,2015,95,1202
420300,2016,103,1216
420300,2017,84,1150
420300,2018,99,1230
420300,2019,109,1161
420310,2012,2,58
420310,2013,4,71
420310,2014,3,61
420310,2015,4,71
420310,2016,1,62
420310,2017,3,69
420310,2018,8,68
420310,2019,9,89
420315,2012,4,62
420315,2013,9,74
420315,2014,6,63
420315,2015,9,69
420315,2016,6,58
420315,2017,5,68
420315,2018,3,64
420315,2019,2,63
420320,2012,53,1191
420320,2013,88,1191
420320,2014,71,1186
420320,2015,81,1322
420320,2016,85,1297
420320,2017,95,1418
420320,2018,100,1438
420320,2019,89,1453
420325,2012,2,31
420325,2013,5,26
420325,2014,5,30
420325,2015,4,22
420325,2016,2,27
420325,2017,2,25
420325,2018,2,30
420325,2019,4,36
420330,2012,5,137
420330,2013,8,106
420330,2014,3,117
420330,2015,8,141
420330,2016,11,147
420330,2017,10,146
420330,2018,7,154
420330,2019,9,153
420340,2012,5,100
420340,2013,12,109
420340,2014,10,89
420340,2015,11,70
420340,2016,5,89
420340,2017,10,115
420340,2018,7,95
420340,2019,6,79
420350,2012,17,136
420350,2013,13,139
420350,2014,15,146
420350,2015,9,163
420350,2016,10,158
420350,2017,20,140
420350,2018,6,152
420350,2019,11,144
420360,2012,48,470
420360,2013,36,482
420360,2014,47,543
420360,2015,30,502
420360,2016,40,550
420360,2017,43,510
420360,2018,41,578
420360,2019,48,556
420370,2012,12,126
420370,2013,8,141
420370,2014,11,140
420370,2015,4,117
420370,2016,12,121
420370,2017,10,118
420370,2018,5,149
420370,2019,11,160
420380,2012,45,802
420380,2013,68,824
420380,2014,66,802
420380,2015,79,882
420380,2016,67,846
420380,2017,76,793
420380,2018,70,842
420380,2019,69,814
420390,2012,20,296
420390,2013,21,325
420390,2014,23,280
420390,2015,23,306
420390,2016,26,318
420390,2017,27,325
420390,2018,33,333
420390,2019,21,309
420395,2012,32,299
420395,2013,27,319
420395,2014,27,310
420395,2015,29,354
420395,2016,29,338
420395,2017,26,327
420395,2018,30,310
420395,2019,32,347
420400,2012,14,140
420400,2013,16,136
420400,2014,3,124
420400,2015,18,134
420400,2016,14,143
420400,2017,20,187
420400,2018,14,161
420400,2019,25,187
420410,2012,4,46
420410,2013,2,48
420410,2014,7,58
420410,2015,8,70
420410,2016,2,55
420410,2017,6,57
420410,2018,6,47
420410,2019,10,64
420415,2012,3,36
420415,2013,2,31
420415,2014,0,23
420415,2015,2,35
420415,2016,0,35
420415,2017,5,31
420415,2018,2,29
420415,2019,4,30
420417,2012,3,41
420417,2013,5,35
420417,2014,6,48
420417,2015,6,49
420417,2016,1,30
420417,2017,3,36
420417,2018,3,35
420417,2019,7,40
420419,2012,2,37
420419,2013,1,44
420419,2014,1,28
420419,2015,2,41
420419,2016,4,49
420419,2017,4,43
420419,2018,1,35
420419,2019,3,44
420420,2012,273,3006
420420,2013,288,3183
420420,2014,282,3273
420420,2015,286,3449
420420,2016,261,3314
420420,2017,300,3516
420420,2018,311,3626
420420,2019,327,3657
420425,2012,16,182
420425,2013,16,196
420425,2014,14,216
420425,2015,18,212
420425,2016,16,195
420425,2017,10,202
420425,2018,11,212
420425,2019,13,193
420430,2012,100,917
420430,2013,108,889
420430,2014,97,1009
420430,2015,91,1055
420430,2016,112,1035
420430,2017,130,1130
420430,2018,139,1063
420430,2019,145,1111
420435,2012,4,38
420435,2013,0,42
420435,2014,3,50
420435,2015,4,41
420435,2016,4,54
420435,2017,13,67
420435,2018,9,68
420435,2019,10,61
420440,2012,13,96
420440,2013,9,102
420440,2014,7,112
420440,2015,9,97
420440,2016,9,114
420440,2017,12,109
420440,2018,13,119
420440,2019,14,137
420445,2012,0,21
420445,2013,1,15
420445,2014,3,26
420445,2015,1,15
420445,2016,1,30
420445,2017,1,34
420445,2018,2,20
420445,2019,2,17
420450,2012,15,178
420450,2013,11,167
420450,2014,19,175
420450,2015,25,215
420450,2016,18,212
420450,2017,18,182
420450,2018,10,192
420450,2019,10,177
420455,2012,15,199
420455,2013,22,216
420455,2014,28,223
420455,2015,22,196
420455,2016,20,214
420455,2017,19,217
420455,2018,18,229
420455,2019,16,237
420460,2012,243,2731
420460,2013,221,2812
420460,2014,230,2868
420460,2015,221,2925
420460,2016,260,2841
420460,2017,241,2871
420460,2018,242,2839
420460,2019,213,2728
420470,2012,6,94
420470,2013,11,138
420470,2014,18,144
420470,2015,2,138
420470,2016,8,131
420470,2017,11,131
420470,2018,10,123
420470,2019,15,130
420475,2012,4,23
420475,2013,1,17
420475,2014,2,21
420475,2015,1,24
420475,2016,2,18
420475,2017,1,17
420475,2018,3,24
420475,2019,1,27
420480,2012,47,617
420480,2013,77,624
420480,2014,68,660
420480,2015,54,632
420480,2016,55,659
420480,2017,62,618
420480,2018,65,687
420480,2019,69,646
420490,2012,4,71
420490,2013,9,84
420490,2014,8,94
420490,2015,6,94
420490,2016,7,81
420490,2017,12,101
420490,2018,3,111
420490,2019,6,96
420500,2012,24,244
420500,2013,26,241
420500,2014,18,259
420500,2015,18,251
420500,2016,24,240
420500,2017,17,211
420500,2018,13,250
420500,2019,16,240
420510,2012,3,48
420510,2013,2,42
420510,2014,1,39
420510,2015,12,58
420510,2016,2,52
420510,2017,8,55
420510,2018,3,61
420510,2019,9,65
420515,2012,5,49
420515,2013,4,36
420515,2014,1,42
420515,2015,3,28
420515,2016,4,32
420515,2017,2,31
420515,2018,8,42
420515,2019,1,39
420517,2012,4,52
420517,2013,4,51
420517,2014,5,63
420517,2015,3,55
420517,2016,5,50
420517,2017,5,61
420517,2018,3,55
420517,2019,8,58
420519,2012,1,37
420519,2013,1,33
420519,2014,1,32
420519,2015,0,27
420519,2016,1,39
420519,2017,3,41
420519,2018,0,32
420519,2019,2,34
420520,2012,5,50
420520,2013,6,43
420520,2014,5,65
420520,2015,3,57
420520,2016,2,48
420520,2017,5,68
420520,2018,4,56
420520,2019,8,66
420530,2012,12,136
420530,2013,14,167
420530,2014,11,140
420530,2015,14,130
420530,2016,11,146
420530,2017,12,164
420530,2018,17,165
420530,2019,17,161
420535,2012,2,12
420535,2013,0,20
420535,2014,1,22
420535,2015,2,16
420535,2016,0,22
420535,2017,1,15
420535,2018,3,26
420535,2019,2,23
420540,2012,449,5495
420540,2013,481,5630
420540,2014,459,5813
420540,2015,454,6135
420540,2016,455,6235
420540,2017,489,6355
420540,2018,475,6368
420540,2019,485,6134
420543,2012,2,25
420543,2013,2,25
420543,2014,2,27
420543,2015,1,19
420543,2016,3,24
420543,2017,2,39
420543,2018,1,40
420543,2019,3,25
420545,2012,25,346
420545,2013,22,348
420545,2014,17,411
420545,2015,33,386
420545,2016,31,409
420545,2017,38,435
420545,2018,30,454
420545,2019,30,446
420550,2012,42,549
420550,2013,56,530
420550,2014,64,562
420550,2015,48,587
420550,2016,53,570
420550,2017,58,516
420550,2018,45,538
420550,2019,60,521
420555,2012,1,24
420555,2013,2,37
420555,2014,0,26
420555,2015,2,32
420555,2016,0,26
420555,2017,0,23
420555,2018,2,25
420555,2019,3,22
420560,2012,4,50
420560,2013,4,45
420560,2014,4,44
420560,2015,1,36
420560,2016,5,41
420560,2017,4,51
420560,2018,6,48
420560,2019,0,32
420570,2012,19,251
420570,2013,14,252
420570,2014,20,255
420570,2015,16,258
420570,2016,22,280
420570,2017,24,317
420570,2018,23,308
420570,2019,16,320
420580,2012,15,253
420580,2013,11,279
420580,2014,31,314
420580,2015,30,267
420580,2016,14,263
420580,2017,25,293
420580,2018,19,305
420580,2019,23,281
420590,2012,62,765
420590,2013,53,800
420590,2014,56,823
420590,2015,66,901
420590,2016,56,829
420590,2017,65,906
420590,2018,67,935
420590,2019,71,995
420600,2012,10,166
420600,2013,11,139
420600,2014,9,163
420600,2015,15,159
420600,2016,14,174
420600,2017,11,176
420600,2018,12,209
420600,2019,16,162
420610,2012,11,73
420610,2013,9,70
420610,2014,4,85
420610,2015,4,80
420610,2016,6,73
420610,2017,6,70
420610,2018,6,85
420610,2019,5,84
420620,2012,14,145
420620,2013,9,127
420620,2014,9,122
420620,2015,6,125
420620,2016,12,143
420620,2017,13,128
420620,2018,17,141
420620,2019,7,140
420630,2012,11,247
420630,2013,16,250
420630,2014,12,267
420630,2015,15,250
420630,2016,20,285
420630,2017,20,302
420630,2018,19,322
420630,2019,35,335
420640,2012,2,115
420640,2013,7,85
420640,2014,14,108
420640,2015,10,112
420640,2016,6,85
420640,2017,11,123
420640,2018,7,116
420640,2019,8,138
420650,2012,44,629
420650,2013,41,638
420650,2014,33,539
420650,2015,51,630
420650,2016,43,572
420650,2017,45,646
420650,2018,57,598
420650,2019,41,602
420660,2012,6,70
420660,2013,2,59
420660,2014,4,45
420660,2015,4,58
420660,2016,3,57
420660,2017,4,57
420660,2018,2,59
420660,2019,0,62
420665,2012,6,65
420665,2013,5,77
420665,2014,8,91
420665,2015,9,89
420665,2016,9,97
420665,2017,12,118
420665,2018,14,108
420665,2019,13,106
420670,2012,37,275
420670,2013,22,273
420670,2014,28,303
420670,2015,35,298
420670,2016,26,309
420670,2017,25,320
420670,2018,33,335
420670,2019,26,322
420675,2012,1,18
420675,2013,2,26
420675,2014,2,20
420675,2015,1,20
420675,2016,0,23
420675,2017,1,24
420675,2018,2,16
420675,2019,3,15
420680,2012,10,39
420680,2013,5,32
420680,2014,0,26
420680,2015,1,39
420680,2016,2,37
420680,2017,1,28
420680,2018,5,51
420680,2019,1,26
420690,2012,17,256
420690,2013,27,252
420690,2014,17,266
420690,2015,15,240
420690,2016,12,256
420690,2017,21,243
420690,2018,24,290
420690,2019,19,226
420700,2012,67,842
420700,2013,59,703
420700,2014,49,708
420700,2015,50,795
420700,2016,52,770
420700,2017,62,747
420700,2018,67,836
420700,2019,70,755
420710,2012,13,166
420710,2013,14,166
420710,2014,11,181
420710,2015,26,197
420710,2016,18,180
420710,2017,13,168
420710,2018,11,183
420710,2019,11,194
420720,2012,6,95
420720,2013,10,118
420720,2014,9,109
420720,2015,13,109
420720,2016,8,110
420720,2017,11,111
420720,2018,11,105
420720,2019,5,106
420730,2012,26,525
420730,2013,32,512
420730,2014,41,504
420730,2015,39,523
420730,2016,45,640
420730,2017,38,657
420730,2018,44,665
420730,2019,49,640
420740,2012,4,65
420740,2013,4,69
420740,2014,5,75
420740,2015,1,100
420740,2016,6,75
420740,2017,4,81
420740,2018,5,69
420740,2019,7,97
420750,2012,67,808
420750,2013,65,797
420750,2014,69,823
420750,2015,55,822
420750,2016,66,864
420750,2017,73,967
420750,2018,66,901
420750,2019,70,910
420757,2012,0,27
420757,2013,3,31
420757,2014,3,17
420757,2015,1,26
420757,2016,1,28
420757,2017,3,47
420757,2018,0,19
420757,2019,6,43
420760,2012,7,54
420760,2013,2,44
420760,2014,1,50
420760,2015,4,40
420760,2016,4,51
420760,2017,7,49
420760,2018,3,60
420760,2019,5,52
420765,2012,4,87
420765,2013,4,84
420765,2014,11,119
420765,2015,5,89
420765,2016,13,90
420765,2017,11,108
420765,2018,4,106
420765,2019,7,120
420768,2012,13,120
420768,2013,13,129
420768,2014,11,118
420768,2015,19,188
420768,2016,25,165
420768,2017,17,179
420768,2018,11,153
420768,2019,19,130
420770,2012,9,79
420770,2013,14,108
420770,2014,6,94
420770,2015,8,114
420770,2016,7,72
420770,2017,17,112
420770,2018,9,86
420770,2019,11,96
420775,2012,5,39
420775,2013,1,39
420775,2014,3,31
420775,2015,4,41
420775,2016,6,43
420775,2017,6,49
420775,2018,2,47
420775,2019,3,37
420780,2012,18,112
420780,2013,8,124
420780,2014,8,128
420780,2015,12,148
420780,2016,5,98
420780,2017,9,117
420780,2018,16,133
420780,2019,15,154
420785,2012,0,21
420785,2013,5,30
420785,2014,0,22
420785,2015,1,22
420785,2016,1,22
420785,2017,1,28
420785,2018,3,21
420785,2019,1,32
420790,2012,5,112
420790,2013,12,134
420790,2014,9,138
420790,2015,12,135
420790,2016,8,116
420790,2017,8,145
420790,2018,15,138
420790,2019,9,143
420800,2012,5,73
420800,2013,6,58
420800,2014,5,58
420800,2015,6,70
420800,2016,10,60
420800,2017,4,51
420800,2018,6,55
420800,2019,8,88
420810,2012,28,267
420810,2013,24,283
420810,2014,21,291
420810,2015,20,315
420810,2016,26,312
420810,2017,26,293
420810,2018,25,280
420810,2019,18,296
420820,2012,233,3030
420820,2013,234,3028
420820,2014,235,3319
420820,2015,261,3571
420820,2016,267,3465
420820,2017,269,3599
420820,2018,291,3808
420820,2019,258,3667
420830,2012,40,671
420830,2013,47,700
420830,2014,47,751
420830,2015,67,834
420830,2016,54,828
420830,2017,72,872
420830,2018,64,890
420830,2019,69,926
420840,2012,15,214
420840,2013,14,179
420840,2014,15,179
420840,2015,10,219
420840,2016,19,208
420840,2017,13,210
420840,2018,18,218
420840,2019,21,220
420845,2012,10,205
420845,2013,18,200
420845,2014,13,244
420845,2015,11,290
420845,2016,21,255
420845,2017,19,264
420845,2018,21,271
420845,2019,25,293
420850,2012,20,349
420850,2013,26,328
420850,2014,34,372
420850,2015,27,400
420850,2016,29,373
420850,2017,29,379
420850,2018,36,423
420850,2019,26,424
420860,2012,6,49
420860,2013,3,63
420860,2014,2,44
420860,2015,5,57
420860,2016,4,48
420860,2017,7,66
420860,2018,1,50
420860,2019,2,57
420870,2012,8,133
420870,2013,10,121
420870,2014,7,123
420870,2015,8,94
420870,2016,11,129
420870,2017,9,127
420870,2018,8,147
420870,2019,9,130
420880,2012,22,255
420880,2013,15,226
420880,2014,12,210
420880,2015,19,234
420880,2016,19,242
420880,2017,26,253
420880,2018,25,266
420880,2019,20,260
420890,2012,182,2333
420890,2013,159,2310
420890,2014,179,2408
420890,2015,199,2519
420890,2016,157,2312
420890,2017,181,2421
420890,2018,190,2352
420890,2019,191,2311
420895,2012,2,16
420895,2013,2,25
420895,2014,0,26
420895,2015,0,15
420895,2016,0,14
420895,2017,1,26
420895,2018,0,17
420895,2019,1,23
420900,2012,33,324
420900,2013,31,336
420900,2014,33,352
420900,2015,37,406
420900,2016,36,379
420900,2017,26,342
420900,2018,37,370
420900,2019,30,353
420910,2012,604,7886
420910,2013,588,7848
420910,2014,633,8063
420910,2015,635,8402
420910,2016,626,8030
420910,2017,593,8083
420910,2018,631,8177
420910,2019,642,7815
420915,2012,1,92
420915,2013,7,84
420915,2014,1,98
420915,2015,6,108
420915,2016,4,106
420915,2017,9,102
420915,2018,7,88
420915,2019,8,99
420917,2012,3,27
420917,2013,0,18
420917,2014,1,20
420917,2015,1,20
420917,2016,0,13
420917,2017,3,29
420917,2018,4,28
420917,2019,2,34
420920,2012,1,20
420920,2013,1,19
420920,2014,0,29
420920,2015,4,33
420920,2016,5,26
420920,2017,3,25
420920,2018,4,22
420920,2019,4,27
420930,2012,224,2299
420930,2013,222,2340
420930,2014,228,2406
420930,2015,211,2428
420930,2016,236,2476
420930,2017,248,2491
420930,2018,223,2320
420930,2019,203,2287
420940,2012,47,566
420940,2013,36,573
420940,2014,33,511
420940,2015,43,502
420940,2016,32,421
420940,2017,29,473
420940,2018,32,440
420940,2019,50,453
420945,2012,3,15
420945,2013,2,12
420945,2014,5,21
420945,2015,1,21
420945,2016,2,20
420945,2017,2,26
420945,2018,1,21
420945,2019,2,26
420950,2012,5,85
420950,2013,9,101
420950,2014,1,98
420950,2015,7,106
420950,2016,5,97
420950,2017,8,101
420950,2018,16,102
420950,2019,10,99
420960,2012,15,185
420960,2013,9,194
420960,2014,7,214
420960,2015,11,201
420960,2016,10,217
420960,2017,10,166
420960,2018,11,168
420960,2019,10,170
420970,2012,17,160
420970,2013,13,160
420970,2014,20,162
420970,2015,11,185
420970,2016,15,166
420970,2017,10,146
420970,2018,14,179
420970,2019,18,161
420980,2012,3,29
420980,2013,3,30
420980,2014,4,33
420980,2015,4,43
420980,2016,7,39
420980,2017,1,39
420980,2018,1,32
420980,2019,0,37
420985,2012,6,55
420985,2013,3,42
420985,2014,8,55
420985,2015,1,60
420985,2016,7,48
420985,2017,8,58
420985,2018,1,44
420985,2019,8,58
420990,2012,16,141
420990,2013,11,169
420990,2014,14,166
420990,2015,10,147
420990,2016,10,159
420990,2017,15,166
420990,2018,17,194
420990,2019,11,154
421000,2012,10,144
421000,2013,11,168
421000,2014,10,186
421000,2015,11,158
421000,2016,15,168
421000,2017,12,178
421000,2018,18,214
421000,2019,10,198
421003,2012,7,48
421003,2013,5,43
421003,2014,4,60
421003,2015,6,74
421003,2016,6,63
421003,2017,6,61
421003,2018,3,59
421003,2019,7,60
421005,2012,1,16
421005,2013,5,33
421005,2014,3,22
421005,2015,1,18
421005,2016,1,26
421005,2017,3,21
421005,2018,0,20
421005,2019,1,24
421010,2012,71,745
421010,2013,75,827
421010,2014,58,798
421010,2015,62,777
421010,2016,62,765
421010,2017,66,843
421010,2018,61,820
421010,2019,67,754
421020,2012,2,34
421020,2013,4,27
421020,2014,2,36
421020,2015,3,40
421020,2016,3,25
421020,2017,2,38
421020,2018,4,51
421020,2019,0,30
421030,2012,7,95
421030,2013,6,91
421030,2014,7,76
421030,2015,9,97
421030,2016,10,121
421030,2017,5,82
421030,2018,6,95
421030,2019,9,101
421040,2012,3,92
421040,2013,4,79
421040,2014,12,116
421040,2015,3,107
421040,2016,4,103
421040,2017,5,90
421040,2018,9,106
421040,2019,5,105
421050,2012,17,315
421050,2013,24,310
421050,2014,26,377
421050,2015,28,373
421050,2016,28,362
421050,2017,29,360
421050,2018,30,403
421050,2019,28,371
