CODMUNRES,ano_nasc,Qtd_Ao_Menos_1_Consulta_Pre_Natal,Qtd_Total
355230,2019,86,86
355240,2012,3778,3895
355240,2013,0,3871
355240,2014,3859,3897
355240,2015,4021,4071
355240,2016,3850,3877
355240,2017,4033,4056
355240,2018,3860,3880
355240,2019,3869,3889
355250,2012,4289,4395
355250,2013,0,4350
355250,2014,4534,4551
355250,2015,4577,4651
355250,2016,4387,4458
355250,2017,4515,4559
355250,2018,4409,4489
355250,2019,4258,4287
355255,2012,39,44
355255,2013,0,54
355255,2014,37,37
355255,2015,42,43
355255,2016,37,37
355255,2017,36,42
355255,2018,42,42
355255,2019,28,29
355260,2012,56,130
355260,2013,0,139
355260,2014,148,149
355260,2015,140,142
355260,2016,111,112
355260,2017,117,117
355260,2018,105,108
355260,2019,111,113
355270,2012,181,193
355270,2013,0,176
355270,2014,182,185
355270,2015,194,195
355270,2016,200,205
355270,2017,211,212
355270,2018,195,196
355270,2019,198,200
355280,2012,4454,4552
355280,2013,0,4548
355280,2014,4654,4755
355280,2015,4593,4702
355280,2016,4270,4329
355280,2017,4610,4661
355280,2018,4277,4330
355280,2019,4020,4055
355290,2012,35,65
355290,2013,0,85
355290,2014,70,73
355290,2015,91,91
355290,2016,79,81
355290,2017,74,74
355290,2018,79,79
355290,2019,77,77
355300,2012,123,193
355300,2013,0,179
355300,2014,164,167
355300,2015,179,180
355300,2016,174,176
355300,2017,185,185
355300,2018,191,191
355300,2019,199,200
355310,2012,45,68
355310,2013,0,66
355310,2014,74,74
355310,2015,87,88
355310,2016,54,54
355310,2017,62,63
355310,2018,67,67
355310,2019,72,72
355320,2012,37,50
355320,2013,0,49
355320,2014,59,59
355320,2015,53,54
355320,2016,60,60
355320,2017,56,58
355320,2018,65,68
355320,2019,47,47
355330,2012,117,288
355330,2013,0,313
355330,2014,299,302
355330,2015,308,315
355330,2016,273,276
355330,2017,300,303
355330,2018,272,272
355330,2019,283,283
355340,2012,193,243
355340,2013,0,314
355340,2014,300,301
355340,2015,292,292
355340,2016,258,259
355340,2017,249,249
355340,2018,251,251
355340,2019,281,281
355350,2012,96,110
355350,2013,0,89
355350,2014,89,89
355350,2015,120,123
355350,2016,89,89
355350,2017,97,97
355350,2018,119,119
355350,2019,96,97
355360,2012,79,147
355360,2013,0,124
355360,2014,137,138
355360,2015,131,147
355360,2016,144,144
355360,2017,142,142
355360,2018,123,127
355360,2019,111,112
355365,2012,26,35
355365,2013,0,32
355365,2014,30,30
355365,2015,32,32
355365,2016,20,20
355365,2017,19,19
355365,2018,29,29
355365,2019,28,28
355370,2012,581,644
355370,2013,0,654
355370,2014,671,682
355370,2015,667,670
355370,2016,640,645
355370,2017,634,636
355370,2018,608,614
355370,2019,563,568
355380,2012,276,296
355380,2013,0,313
355380,2014,276,282
355380,2015,335,338
355380,2016,312,312
355380,2017,286,288
355380,2018,328,330
355380,2019,331,331
355385,2012,91,94
355385,2013,0,75
355385,2014,76,76
355385,2015,77,77
355385,2016,83,83
355385,2017,95,95
355385,2018,122,122
355385,2019,107,108
355390,2012,40,76
355390,2013,0,93
355390,2014,89,91
355390,2015,96,99
355390,2016,94,96
355390,2017,82,84
355390,2018,94,95
355390,2019,85,85
355395,2012,33,200
355395,2013,0,190
355395,2014,211,213
355395,2015,224,226
355395,2016,207,208
355395,2017,209,209
355395,2018,210,211
355395,2019,188,190
355400,2012,1289,1756
355400,2013,0,1701
355400,2014,1787,1793
355400,2015,1734,1749
355400,2016,1614,1623
355400,2017,1686,1694
355400,2018,1735,1741
355400,2019,1598,1602
355410,2012,2760,3951
355410,2013,0,4134
355410,2014,4133,4190
355410,2015,3956,4031
355410,2016,3917,3951
355410,2017,3966,3991
355410,2018,3885,3909
355410,2019,3828,3851
355420,2012,81,83
355420,2013,0,66
355420,2014,63,63
355420,2015,61,61
355420,2016,66,66
355420,2017,80,80
355420,2018,68,68
355420,2019,65,74
355430,2012,276,358
355430,2013,0,322
355430,2014,351,356
355430,2015,384,387
355430,2016,329,332
355430,2017,355,355
355430,2018,332,333
355430,2019,328,328
355440,2012,52,94
355440,2013,0,109
355440,2014,103,103
355440,2015,96,96
355440,2016,107,107
355440,2017,97,97
355440,2018,98,99
355440,2019,91,94
355450,2012,365,456
355450,2013,0,499
355450,2014,458,460
355450,2015,511,514
355450,2016,458,462
355450,2017,529,531
355450,2018,509,512
355450,2019,485,486
355460,2012,8,10
355460,2013,0,25
355460,2014,29,30
355460,2015,7,19
355460,2016,24,24
355460,2017,21,21
355460,2018,21,21
355460,2019,20,21
355465,2012,22,24
355465,2013,0,33
355465,2014,27,27
355465,2015,25,25
355465,2016,27,28
355465,2017,20,20
355465,2018,27,27
355465,2019,29,29
355470,2012,66,89
355470,2013,0,115
355470,2014,93,97
355470,2015,94,95
355470,2016,84,85
355470,2017,101,103
355470,2018,115,115
355470,2019,97,97
355475,2012,21,21
355475,2013,0,18
355475,2014,18,18
355475,2015,14,14
355475,2016,10,11
355475,2017,20,20
355475,2018,14,14
355475,2019,27,27
355480,2012,324,547
355480,2013,0,583
355480,2014,573,580
355480,2015,594,608
355480,2016,575,582
355480,2017,583,586
355480,2018,516,517
355480,2019,569,574
355490,2012,15,59
355490,2013,0,66
355490,2014,80,80
355490,2015,74,77
355490,2016,69,69
355490,2017,64,64
355490,2018,67,67
355490,2019,69,70
355495,2012,61,66
355495,2013,0,63
355495,2014,75,75
355495,2015,68,68
355495,2016,90,90
355495,2017,53,53
355495,2018,66,66
355495,2019,64,64
355500,2012,10,767
355500,2013,0,697
355500,2014,735,782
355500,2015,769,780
355500,2016,738,742
355500,2017,730,732
355500,2018,774,780
355500,2019,694,695
355510,2012,143,167
355510,2013,0,163
355510,2014,192,196
355510,2015,189,193
355510,2016,164,165
355510,2017,140,141
355510,2018,116,118
355510,2019,126,126
355520,2012,11,14
355520,2013,0,18
355520,2014,13,13
355520,2015,14,14
355520,2016,20,22
355520,2017,13,13
355520,2018,12,12
355520,2019,15,15
355530,2012,2,7
355530,2013,0,15
355530,2014,10,10
355530,2015,11,11
355530,2016,12,14
355530,2017,16,18
355530,2018,13,14
355530,2019,11,11
355535,2012,88,92
355535,2013,0,75
355535,2014,79,81
355535,2015,53,56
355535,2016,76,76
355535,2017,89,92
355535,2018,77,77
355535,2019,89,89
355540,2012,470,1158
355540,2013,0,1093
355540,2014,1153,1170
355540,2015,1304,1323
355540,2016,1182,1233
355540,2017,1257,1272
355540,2018,1375,1392
355540,2019,1293,1312
355550,2012,9,71
355550,2013,0,62
355550,2014,67,69
355550,2015,72,72
355550,2016,79,82
355550,2017,86,86
355550,2018,93,94
355550,2019,65,66
355560,2012,98,117
355560,2013,0,119
355560,2014,121,122
355560,2015,98,99
355560,2016,95,95
355560,2017,93,94
355560,2018,95,95
355560,2019,111,111
355570,2012,18,24
355570,2013,0,26
355570,2014,21,21
355570,2015,21,22
355570,2016,23,23
355570,2017,12,13
355570,2018,34,34
355570,2019,24,24
355580,2012,29,78
355580,2013,0,90
355580,2014,112,112
355580,2015,95,95
355580,2016,90,91
355580,2017,99,99
355580,2018,89,89
355580,2019,89,90
355590,2012,14,16
355590,2013,0,20
355590,2014,14,14
355590,2015,17,18
355590,2016,15,15
355590,2017,10,10
355590,2018,19,21
355590,2019,11,11
355600,2012,105,160
355600,2013,0,125
355600,2014,134,135
355600,2015,137,138
355600,2016,118,120
355600,2017,145,145
355600,2018,136,136
355600,2019,118,118
355610,2012,104,138
355610,2013,0,155
355610,2014,168,168
355610,2015,204,204
355610,2016,158,158
355610,2017,183,183
355610,2018,176,177
355610,2019,177,178
355620,2012,1288,1336
355620,2013,0,1386
355620,2014,1393,1416
355620,2015,1516,1539
355620,2016,1349,1379
355620,2017,1382,1392
355620,2018,1422,1432
355620,2019,1360,1362
355630,2012,302,308
355630,2013,0,347
355630,2014,356,357
355630,2015,334,340
355630,2016,332,337
355630,2017,320,322
355630,2018,316,319
355630,2019,302,304
355635,2012,95,96
355635,2013,0,128
355635,2014,106,107
355635,2015,109,112
355635,2016,137,137
355635,2017,113,114
355635,2018,119,120
355635,2019,108,108
355640,2012,432,532
355640,2013,0,501
355640,2014,577,580
355640,2015,538,542
355640,2016,529,536
355640,2017,554,556
355640,2018,563,566
355640,2019,528,529
355645,2012,735,761
355645,2013,0,709
355645,2014,729,738
355645,2015,269,764
355645,2016,750,755
355645,2017,728,740
355645,2018,747,760
355645,2019,808,816
355650,2012,1666,1717
355650,2013,0,1745
355650,2014,1752,1753
355650,2015,1850,1854
355650,2016,1484,1489
355650,2017,1446,1450
355650,2018,1423,1427
355650,2019,1359,1368
355660,2012,0,115
355660,2013,0,117
355660,2014,130,133
355660,2015,117,118
355660,2016,132,135
355660,2017,111,111
355660,2018,126,126
355660,2019,108,110
355670,2012,784,941
355670,2013,0,966
355670,2014,947,953
355670,2015,934,947
355670,2016,919,924
355670,2017,944,947
355670,2018,920,928
355670,2019,933,939
355680,2012,179,246
355680,2013,0,236
355680,2014,254,257
355680,2015,198,201
355680,2016,227,229
355680,2017,219,223
355680,2018,232,234
355680,2019,228,233
355690,2012,77,100
355690,2013,0,84
355690,2014,80,80
355690,2015,100,101
355690,2016,82,82
355690,2017,107,107
355690,2018,95,95
355690,2019,115,115
355695,2012,6,25
355695,2013,0,18
355695,2014,24,24
355695,2015,15,16
355695,2016,21,22
355695,2017,15,15
355695,2018,15,15
355695,2019,19,19
355700,2012,1483,1692
355700,2013,0,1671
355700,2014,1684,1688
355700,2015,1742,1745
355700,2016,1656,1663
355700,2017,1755,1759
355700,2018,1680,1683
355700,2019,1640,1642
355710,2012,801,1080
355710,2013,0,1070
355710,2014,1084,1085
355710,2015,1136,1139
355710,2016,1022,1025
355710,2017,1045,1045
355710,2018,1128,1130
355710,2019,1162,1166
355715,2012,30,35
355715,2013,0,24
355715,2014,26,28
355715,2015,32,33
355715,2016,28,28
355715,2017,24,24
355715,2018,24,25
355715,2019,25,25
355720,2012,27,184
355720,2013,0,172
355720,2014,179,180
355720,2015,211,216
355720,2016,160,160
355720,2017,188,189
355720,2018,181,182
355720,2019,153,154
355730,2012,89,108
355730,2013,0,131
355730,2014,123,124
355730,2015,143,147
355730,2016,131,137
355730,2017,123,127
355730,2018,137,137
355730,2019,141,145
410000,2013,0,4
410000,2014,2,2
410000,2015,0,1
410000,2017,1,8
410000,2019,0,1
410010,2012,95,96
410010,2013,0,98
410010,2014,90,94
410010,2015,101,101
410010,2016,81,102
410010,2017,113,116
410010,2018,97,98
410010,2019,115,118
410020,2012,60,74
410020,2013,0,73
410020,2014,69,69
410020,2015,79,80
410020,2016,70,70
410020,2017,96,98
410020,2018,71,71
410020,2019,64,64
410030,2012,108,110
410030,2013,0,114
410030,2014,111,113
410030,2015,108,109
410030,2016,111,113
410030,2017,113,113
410030,2018,150,151
410030,2019,112,113
410040,2012,1881,1886
410040,2013,0,1923
410040,2014,1895,1914
410040,2015,1992,2027
410040,2016,1780,1811
410040,2017,1770,1786
410040,2018,1708,1724
410040,2019,1652,1665
410045,2012,51,51
410045,2013,0,54
410045,2014,54,55
410045,2015,60,60
410045,2016,54,54
410045,2017,70,71
410045,2018,42,42
410045,2019,48,49
410050,2012,239,239
410050,2013,0,295
410050,2014,255,256
410050,2015,268,268
410050,2016,265,266
410050,2017,245,245
410050,2018,284,285
410050,2019,229,229
410060,2012,158,160
410060,2013,0,181
410060,2014,184,185
410060,2015,199,202
410060,2016,172,174
410060,2017,176,178
410060,2018,212,214
410060,2019,156,156
410070,2012,128,128
410070,2013,0,134
410070,2014,148,149
410070,2015,125,126
410070,2016,141,142
410070,2017,133,133
410070,2018,144,145
410070,2019,133,133
410080,2012,97,98
410080,2013,0,83
410080,2014,118,119
410080,2015,101,103
410080,2016,104,105
410080,2017,110,111
410080,2018,109,110
410080,2019,110,114
410090,2012,75,75
410090,2013,0,71
410090,2014,85,85
410090,2015,78,79
410090,2016,86,87
410090,2017,82,82
410090,2018,60,60
410090,2019,94,94
410100,2012,242,249
410100,2013,0,250
410100,2014,275,279
410100,2015,214,242
410100,2016,243,256
410100,2017,261,266
410100,2018,285,290
410100,2019,284,286
410105,2012,28,28
410105,2013,0,33
410105,2014,27,27
410105,2015,31,31
410105,2016,42,42
410105,2017,29,29
410105,2018,33,33
410105,2019,26,26
410110,2012,253,261
410110,2013,0,239
410110,2014,211,216
410110,2015,245,248
410110,2016,257,259
410110,2017,243,246
410110,2018,231,235
410110,2019,236,239
410115,2012,35,35
410115,2013,0,46
410115,2014,48,49
410115,2015,52,52
410115,2016,41,42
410115,2017,41,41
410115,2018,39,39
410115,2019,48,48
410120,2012,202,202
410120,2013,0,316
410120,2014,298,303
410120,2015,255,259
410120,2016,202,252
410120,2017,275,279
410120,2018,245,245
410120,2019,233,235
410130,2012,49,62
410130,2013,0,76
410130,2014,66,66
410130,2015,69,72
410130,2016,80,91
410130,2017,75,75
410130,2018,60,62
410130,2019,64,64
410140,2012,1656,1664
410140,2013,0,1708
410140,2014,1788,1804
410140,2015,1784,1796
410140,2016,1678,1697
410140,2017,1779,1786
410140,2018,1706,1710
410140,2019,1701,1712
410150,2012,1524,1533
410150,2013,0,1660
410150,2014,1651,1656
410150,2015,1620,1628
410150,2016,1555,1563
410150,2017,1586,1589
410150,2018,1592,1593
410150,2019,1504,1509
410160,2012,384,392
410160,2013,0,369
410160,2014,352,357
410160,2015,351,355
410160,2016,352,359
410160,2017,388,396
410160,2018,378,382
410160,2019,357,358
410165,2012,34,34
410165,2013,0,43
410165,2014,33,34
410165,2015,40,40
410165,2016,60,62
410165,2017,50,51
410165,2018,43,43
410165,2019,36,36
410170,2012,179,179
410170,2013,0,175
410170,2014,192,194
410170,2015,198,198
410170,2016,205,206
410170,2017,188,190
410170,2018,185,188
410170,2019,202,202
410180,2012,2270,2285
410180,2013,0,2336
410180,2014,2435,2465
410180,2015,2419,2460
410180,2016,2234,2255
410180,2017,2334,2358
410180,2018,2201,2207
410180,2019,2252,2262
410185,2012,36,36
410185,2013,0,36
410185,2014,30,32
410185,2015,39,40
410185,2016,30,31
410185,2017,43,44
410185,2018,32,33
410185,2019,33,34
410190,2012,221,227
410190,2013,0,213
410190,2014,246,250
410190,2015,230,231
410190,2016,205,206
410190,2017,191,192
410190,2018,196,197
410190,2019,141,141
410200,2012,398,398
410200,2013,0,371
410200,2014,397,397
410200,2015,422,422
410200,2016,445,445
410200,2017,468,470
410200,2018,460,462
410200,2019,476,477
410210,2012,348,348
410210,2013,0,348
410210,2014,319,321
410210,2015,353,354
410210,2016,326,328
410210,2017,314,315
410210,2018,353,354
410210,2019,349,349
410220,2012,30,30
410220,2013,0,48
410220,2014,40,40
410220,2015,43,43
410220,2016,43,43
410220,2017,51,51
410220,2018,47,47
410220,2019,53,53
410230,2012,199,201
410230,2013,0,197
410230,2014,183,186
410230,2015,216,216
410230,2016,191,191
410230,2017,237,237
410230,2018,206,206
410230,2019,170,170
410240,2012,396,401
410240,2013,0,427
410240,2014,421,421
410240,2015,459,459
410240,2016,431,432
410240,2017,444,446
410240,2018,447,450
410240,2019,441,445
410250,2012,125,125
410250,2013,0,124
410250,2014,137,137
410250,2015,137,137
410250,2016,126,126
410250,2017,117,119
410250,2018,114,114
410250,2019,108,109
410260,2012,124,130
410260,2013,0,137
410260,2014,107,110
410260,2015,153,153
410260,2016,145,146
410260,2017,148,149
410260,2018,164,165
410260,2019,163,163
410270,2012,22,22
410270,2013,0,36
410270,2014,35,36
410270,2015,22,22
410270,2016,25,25
410270,2017,25,25
410270,2018,30,30
410270,2019,27,27
410275,2012,49,49
410275,2013,0,28
410275,2014,35,35
410275,2015,48,49
410275,2016,26,26
410275,2017,47,48
410275,2018,34,34
410275,2019,35,35
410280,2012,207,209
410280,2013,0,224
410280,2014,202,203
410280,2015,210,212
410280,2016,205,210
410280,2017,215,217
410280,2018,230,231
410280,2019,190,191
410290,2012,228,229
410290,2013,0,234
410290,2014,242,244
410290,2015,245,249
410290,2016,260,271
410290,2017,265,270
410290,2018,284,288
410290,2019,277,280
410300,2012,40,40
410300,2013,0,51
410300,2014,55,55
410300,2015,48,48
410300,2016,51,51
410300,2017,62,64
410300,2018,53,54
410300,2019,52,53
410302,2012,38,38
410302,2013,0,37
410302,2014,39,39
410302,2015,42,42
410302,2016,27,27
410302,2017,29,30
410302,2018,36,36
410302,2019,31,31
410304,2012,86,86
410304,2013,0,89
410304,2014,83,83
410304,2015,75,75
410304,2016,90,91
410304,2017,82,82
410304,2018,88,88
410304,2019,91,91
410305,2012,115,115
410305,2013,0,108
410305,2014,125,125
410305,2015,115,115
410305,2016,101,101
410305,2017,123,123
410305,2018,108,108
410305,2019,108,109
410310,2012,176,179
410310,2013,0,164
410310,2014,186,188
410310,2015,179,180
410310,2016,180,181
410310,2017,200,200
410310,2018,195,195
410310,2019,171,172
410315,2012,33,33
410315,2013,0,41
410315,2014,57,57
410315,2015,51,51
410315,2016,42,42
410315,2017,62,62
410315,2018,51,51
410315,2019,55,56
410320,2012,102,103
410320,2013,0,102
410320,2014,110,110
410320,2015,123,125
410320,2016,88,88
410320,2017,86,86
410320,2018,102,102
410320,2019,98,99
410322,2012,49,49
410322,2013,0,44
410322,2014,39,39
410322,2015,41,41
410322,2016,34,35
410322,2017,36,36
410322,2018,39,39
410322,2019,37,37
410330,2012,87,87
410330,2013,0,67
410330,2014,82,84
410330,2015,83,83
410330,2016,103,103
410330,2017,88,89
410330,2018,75,76
410330,2019,70,70
410335,2012,68,68
410335,2013,0,83
410335,2014,65,65
410335,2015,76,76
410335,2016,73,73
410335,2017,63,64
410335,2018,62,62
410335,2019,80,80
410337,2012,38,38
410337,2013,0,46
410337,2014,48,48
410337,2015,37,39
410337,2016,44,44
410337,2017,53,54
410337,2018,52,52
410337,2019,53,53
410340,2012,25,25
410340,2013,0,21
410340,2014,27,27
410340,2015,41,41
410340,2016,20,20
410340,2017,15,15
410340,2018,31,31
410340,2019,25,25
410345,2012,208,208
410345,2013,0,242
410345,2014,267,268
410345,2015,324,324
410345,2016,260,260
410345,2017,300,300
410345,2018,283,283
410345,2019,335,338
410347,2012,49,49
410347,2013,0,45
410347,2014,37,37
410347,2015,46,46
410347,2016,40,40
410347,2017,51,51
410347,2018,57,57
410347,2019,61,61
410350,2012,94,95
410350,2013,0,93
410350,2014,137,137
410350,2015,120,122
410350,2016,136,136
410350,2017,112,113
410350,2018,120,120
410350,2019,120,121
410360,2012,286,298
410360,2013,0,287
410360,2014,309,310
410360,2015,274,312
410360,2016,286,287
410360,2017,280,283
410360,2018,298,301
410360,2019,296,302
410370,2012,1282,1287
410370,2013,0,1391
410370,2014,1304,1311
410370,2015,1408,1410
410370,2016,1254,1256
410370,2017,1346,1355
410370,2018,1292,1298
410370,2019,1244,1251
410380,2012,104,104
410380,2013,0,89
410380,2014,89,89
410380,2015,119,119
410380,2016,90,91
410380,2017,96,98
410380,2018,111,111
410380,2019,103,103
410390,2012,219,220
410390,2013,0,214
410390,2014,230,230
410390,2015,208,208
410390,2016,251,253
410390,2017,220,221
410390,2018,229,230
410390,2019,215,219
410395,2012,60,60
410395,2013,0,48
410395,2014,73,73
410395,2015,58,58
410395,2016,63,64
410395,2017,70,70
410395,2018,60,60
410395,2019,68,69
410400,2012,795,800
410400,2013,0,788
410400,2014,836,844
410400,2015,809,817
410400,2016,772,786
410400,2017,835,842
410400,2018,756,768
410400,2019,733,739
410405,2012,69,69
410405,2013,0,58
410405,2014,78,78
410405,2015,48,48
410405,2016,58,58
410405,2017,63,63
410405,2018,47,47
410405,2019,60,60
410410,2012,110,118
410410,2013,0,120
410410,2014,126,128
410410,2015,120,121
410410,2016,114,117
410410,2017,129,135
410410,2018,120,120
410410,2019,121,121
410420,2012,1710,1744
410420,2013,0,1795
410420,2014,1749,1807
410420,2015,1802,1843
410420,2016,1684,1720
410420,2017,1716,1735
410420,2018,1690,1715
410420,2019,1644,1656
410425,2012,410,412
410425,2013,0,408
410425,2014,405,408
410425,2015,426,431
410425,2016,426,431
410425,2017,381,390
410425,2018,392,393
410425,2019,402,404
410430,2012,1282,1289
410430,2013,0,1328
410430,2014,1381,1387
410430,2015,1287,1292
410430,2016,1271,1274
410430,2017,1379,1385
410430,2018,1421,1429
410430,2019,1236,1238
410440,2012,200,200
410440,2013,0,197
410440,2014,238,240
410440,2015,195,198
410440,2016,224,226
410440,2017,186,186
410440,2018,198,202
410440,2019,192,195
410442,2012,234,234
410442,2013,0,220
410442,2014,245,249
410442,2015,227,251
410442,2016,239,239
410442,2017,279,279
410442,2018,247,248
410442,2019,233,234
410445,2012,185,185
410445,2013,0,190
410445,2014,171,173
410445,2015,191,203
410445,2016,204,204
410445,2017,184,185
410445,2018,198,198
410445,2019,163,164
410450,2012,220,221
410450,2013,0,231
410450,2014,211,212
410450,2015,238,238
410450,2016,232,234
410450,2017,249,250
410450,2018,276,277
410450,2019,249,250
410460,2012,215,215
410460,2013,0,180
410460,2014,210,211
410460,2015,215,216
410460,2016,200,200
410460,2017,244,244
410460,2018,225,225
410460,2019,242,242
410465,2012,355,355
410465,2013,0,371
410465,2014,387,388
410465,2015,365,366
410465,2016,361,362
410465,2017,357,365
410465,2018,361,366
410465,2019,343,344
410470,2012,174,175
410470,2013,0,188
410470,2014,182,182
410470,2015,161,178
410470,2016,165,176
410470,2017,201,202
410470,2018,212,217
410470,2019,195,198
410480,2012,4424,4435
410480,2013,0,4646
410480,2014,4889,4900
410480,2015,4758,4768
410480,2016,4684,4705
410480,2017,4858,4879
410480,2018,4923,4934
410480,2019,5194,5209
410490,2012,1200,1206
410490,2013,0,1231
410490,2014,1168,1178
410490,2015,1201,1210
410490,2016,1100,1113
410490,2017,1189,1209
410490,2018,1203,1215
410490,2019,1182,1187
410500,2012,121,123
410500,2013,0,113
410500,2014,136,136
410500,2015,126,126
410500,2016,114,114
410500,2017,114,115
410500,2018,127,128
410500,2019,113,113
410510,2012,128,129
410510,2013,0,116
410510,2014,115,116
410510,2015,122,123
410510,2016,119,119
410510,2017,173,173
410510,2018,133,135
410510,2019,129,130
410520,2012,232,234
410520,2013,0,237
410520,2014,222,242
410520,2015,214,215
410520,2016,217,218
410520,2017,217,221
410520,2018,244,245
410520,2019,238,239
410530,2012,146,146
410530,2013,0,130
410530,2014,139,139
410530,2015,130,130
410530,2016,144,144
410530,2017,130,130
410530,2018,138,138
410530,2019,126,129
410540,2012,271,272
410540,2013,0,257
410540,2014,268,269
410540,2015,275,275
410540,2016,275,275
410540,2017,288,288
410540,2018,269,271
410540,2019,316,317
410550,2012,1027,1029
410550,2013,0,1047
410550,2014,1017,1020
410550,2015,1136,1138
410550,2016,1067,1069
410550,2017,1123,1124
410550,2018,1092,1093
410550,2019,1103,1105
410560,2012,135,136
410560,2013,0,161
410560,2014,173,173
410560,2015,178,179
410560,2016,171,171
410560,2017,148,148
410560,2018,162,163
410560,2019,165,167
410570,2012,269,272
410570,2013,0,284
410570,2014,289,292
410570,2015,271,272
410570,2016,261,263
410570,2017,228,230
410570,2018,260,263
410570,2019,262,264
410580,2012,3810,3827
410580,2013,0,3854
410580,2014,3779,3820
410580,2015,3797,3854
410580,2016,3676,3720
410580,2017,3652,3696
410580,2018,3531,3567
410580,2019,3419,3458
410590,2012,268,270
410590,2013,0,268
410590,2014,276,277
410590,2015,324,325
410590,2016,292,293
410590,2017,283,286
410590,2018,285,285
410590,2019,262,263
410600,2012,121,122
410600,2013,0,139
410600,2014,117,119
410600,2015,116,118
410600,2016,97,120
410600,2017,134,137
410600,2018,129,129
410600,2019,98,101
410610,2012,31,31
410610,2013,0,41
410610,2014,55,55
410610,2015,48,48
410610,2016,30,31
410610,2017,53,56
410610,2018,50,54
410610,2019,35,35
410620,2012,248,251
410620,2013,0,221
410620,2014,246,248
410620,2015,266,270
410620,2016,242,248
410620,2017,241,241
410620,2018,249,251
410620,2019,255,259
410630,2012,213,214
410630,2013,0,192
410630,2014,252,254
410630,2015,247,247
410630,2016,260,260
410630,2017,255,257
410630,2018,212,212
410630,2019,211,212
410640,2012,501,505
410640,2013,0,556
410640,2014,529,543
410640,2015,567,572
410640,2016,540,545
410640,2017,514,516
410640,2018,498,501
410640,2019,485,492
410645,2012,116,116
410645,2013,0,113
410645,2014,105,105
410645,2015,110,112
410645,2016,88,88
410645,2017,106,106
410645,2018,110,112
410645,2019,83,83
410650,2012,298,300
410650,2013,0,325
410650,2014,311,315
410650,2015,319,322
410650,2016,349,352
410650,2017,332,333
410650,2018,307,308
410650,2019,319,324
410655,2012,42,42
410655,2013,0,34
410655,2014,34,34
410655,2015,40,40
410655,2016,52,53
410655,2017,40,40
410655,2018,61,63
410655,2019,45,45
410657,2012,58,58
410657,2013,0,55
410657,2014,59,59
410657,2015,46,47
410657,2016,35,35
410657,2017,63,63
410657,2018,46,46
410657,2019,50,50
410660,2012,263,264
410660,2013,0,262
410660,2014,284,287
410660,2015,311,314
410660,2016,279,284
410660,2017,292,292
410660,2018,278,278
410660,2019,301,301
410670,2012,53,53
410670,2013,0,58
410670,2014,80,80
410670,2015,61,61
410670,2016,69,69
410670,2017,76,77
410670,2018,70,70
410670,2019,68,69
410680,2012,200,201
410680,2013,0,238
410680,2014,249,250
410680,2015,241,245
410680,2016,224,224
410680,2017,209,210
410680,2018,219,219
410680,2019,182,183
410685,2012,36,36
410685,2013,0,42
410685,2014,41,42
410685,2015,49,49
410685,2016,41,41
410685,2017,42,42
410685,2018,51,51
410685,2019,51,51
410690,2012,25021,25079
410690,2013,0,24932
410690,2014,24704,24815
410690,2015,24305,24506
410690,2016,23102,23217
410690,2017,22638,22745
410690,2018,22022,22112
410690,2019,21337,21393
410700,2012,191,191
410700,2013,0,173
410700,2014,140,140
410700,2015,191,193
410700,2016,185,186
410700,2017,186,189
410700,2018,164,165
410700,2019,182,183
410710,2012,61,62
410710,2013,0,66
410710,2014,49,50
410710,2015,65,65
410710,2016,59,59
410710,2017,45,46
410710,2018,51,51
410710,2019,50,50
410712,2012,53,53
410712,2013,0,38
410712,2014,49,49
410712,2015,43,43
410712,2016,46,47
410712,2017,53,53
410712,2018,60,60
410712,2019,43,43
410715,2012,71,71
410715,2013,0,78
410715,2014,76,76
410715,2015,71,71
410715,2016,64,64
410715,2017,75,76
410715,2018,64,64
410715,2019,65,66
410720,2012,582,585
410720,2013,0,567
410720,2014,575,593
410720,2015,596,603
410720,2016,623,631
410720,2017,624,624
410720,2018,612,616
410720,2019,627,632
410725,2012,115,115
410725,2013,0,142
410725,2014,115,115
410725,2015,140,140
410725,2016,122,122
410725,2017,127,127
410725,2018,137,137
410725,2019,120,121
410730,2012,61,61
410730,2013,0,73
410730,2014,60,60
410730,2015,62,62
410730,2016,65,65
410730,2017,58,61
410730,2018,70,70
410730,2019,65,66
410740,2012,66,66
410740,2013,0,60
410740,2014,75,75
410740,2015,74,75
410740,2016,66,67
410740,2017,64,65
410740,2018,74,74
410740,2019,63,63
410750,2012,161,161
410750,2013,0,164
410750,2014,190,191
410750,2015,178,178
410750,2016,171,171
410750,2017,165,165
410750,2018,139,142
410750,2019,144,147
410752,2012,25,25
410752,2013,0,25
410752,2014,35,35
410752,2015,23,23
410752,2016,26,26
410752,2017,22,22
410752,2018,23,23
410752,2019,21,21
410753,2012,57,57
410753,2013,0,38
410753,2014,51,51
410753,2015,60,60
410753,2016,68,68
410753,2017,55,55
410753,2018,69,70
410753,2019,43,56
410754,2012,77,77
410754,2013,0,67
410754,2014,63,63
410754,2015,75,76
410754,2016,69,69
410754,2017,63,63
410754,2018,66,69
410754,2019,63,63
410755,2012,33,33
410755,2013,0,45
410755,2014,51,51
410755,2015,51,52
410755,2016,42,42
410755,2017,48,48
410755,2018,27,28
410755,2019,35,35
410760,2012,241,244
410760,2013,0,266
410760,2014,279,279
410760,2015,246,249
