res_MUNNOME,CODMUNRES,REGIAO,ESTADO
Pindaré-Mirim,210850,NORDESTE,MARANHAO
Pinheiro,210860,NORDESTE,MARANHAO
Pio XII,210870,NORDESTE,MARANHAO
Pirapemas,210880,NORDESTE,MARANHAO
Poção de Pedras,210890,NORDESTE,MARANHAO
Porto Franco,210900,NORDESTE,MARANHAO
Porto Rico do Maranhão,210905,NORDESTE,MARANHAO
Presidente Dutra,210910,NORDESTE,MARANHAO
Presidente Juscelino,210920,NORDESTE,MARANHAO
Presidente Médici,210923,NORDESTE,MARANHAO
Presidente Sarney,210927,NORDESTE,MARANHAO
Presidente Vargas,210930,NORDESTE,MARANHAO
Primeira Cruz,210940,NORDESTE,MARANHAO
Raposa,210945,NORDESTE,MARANHAO
Riachão,210950,NORDESTE,MARANHAO
Ribamar Fiquene,210955,NORDESTE,MARANHAO
Rosário,210960,NORDESTE,MARANHAO
Sambaíba,210970,NORDESTE,MARANHAO
Santa Filomena do Maranhão,210975,NORDESTE,MARANHAO
Santa Helena,210980,NORDESTE,MARANHAO
Santa Inês,210990,NORDESTE,MARANHAO
Santa Luzia,211000,NORDESTE,MARANHAO
Santa Luzia do Paruá,211003,NORDESTE,MARANHAO
Santa Quitéria do Maranhão,211010,NORDESTE,MARANHAO
Santa Rita,211020,NORDESTE,MARANHAO
Santana do Maranhão,211023,NORDESTE,MARANHAO
Santo Amaro do Maranhão,211027,NORDESTE,MARANHAO
Santo Antônio dos Lopes,211030,NORDESTE,MARANHAO
São Benedito do Rio Preto,211040,NORDESTE,MARANHAO
São Bento,211050,NORDESTE,MARANHAO
São Bernardo,211060,NORDESTE,MARANHAO
São Domingos do Azeitão,211065,NORDESTE,MARANHAO
São Domingos do Maranhão,211070,NORDESTE,MARANHAO
São Félix de Balsas,211080,NORDESTE,MARANHAO
São Francisco do Brejão,211085,NORDESTE,MARANHAO
São Francisco do Maranhão,211090,NORDESTE,MARANHAO
São João Batista,211100,NORDESTE,MARANHAO
São João do Carú,211102,NORDESTE,MARANHAO
São João do Paraíso,211105,NORDESTE,MARANHAO
São João do Soter,211107,NORDESTE,MARANHAO
São João dos Patos,211110,NORDESTE,MARANHAO
São José de Ribamar,211120,NORDESTE,MARANHAO
São José dos Basílios,211125,NORDESTE,MARANHAO
São Luís,211130,NORDESTE,MARANHAO
São Luís Gonzaga do Maranhão,211140,NORDESTE,MARANHAO
São Mateus do Maranhão,211150,NORDESTE,MARANHAO
São Pedro da Água Branca,211153,NORDESTE,MARANHAO
São Pedro dos Crentes,211157,NORDESTE,MARANHAO
São Raimundo das Mangabeiras,211160,NORDESTE,MARANHAO
São Raimundo do Doca Bezerra,211163,NORDESTE,MARANHAO
São Roberto,211167,NORDESTE,MARANHAO
São Vicente Ferrer,211170,NORDESTE,MARANHAO
Satubinha,211172,NORDESTE,MARANHAO
Senador Alexandre Costa,211174,NORDESTE,MARANHAO
Senador La Rocque,211176,NORDESTE,MARANHAO
Serrano do Maranhão,211178,NORDESTE,MARANHAO
Sítio Novo,211180,NORDESTE,MARANHAO
Sucupira do Norte,211190,NORDESTE,MARANHAO
Sucupira do Riachão,211195,NORDESTE,MARANHAO
Tasso Fragoso,211200,NORDESTE,MARANHAO
Timbiras,211210,NORDESTE,MARANHAO
Timon,211220,NORDESTE,MARANHAO
Trizidela do Vale,211223,NORDESTE,MARANHAO
Tufilândia,211227,NORDESTE,MARANHAO
Tuntum,211230,NORDESTE,MARANHAO
Turiaçu,211240,NORDESTE,MARANHAO
Turilândia,211245,NORDESTE,MARANHAO
Tutóia,211250,NORDESTE,MARANHAO
Urbano Santos,211260,NORDESTE,MARANHAO
Vargem Grande,211270,NORDESTE,MARANHAO
Viana,211280,NORDESTE,MARANHAO
Vila Nova dos Martírios,211285,NORDESTE,MARANHAO
Vitória do Mearim,211290,NORDESTE,MARANHAO
Vitorino Freire,211300,NORDESTE,MARANHAO
Zé Doca,211400,NORDESTE,MARANHAO
Acauã,220005,NORDESTE,PIAUI
Agricolândia,220010,NORDESTE,PIAUI
Água Branca,220020,NORDESTE,PIAUI
Alagoinha do Piauí,220025,NORDESTE,PIAUI
Alegrete do Piauí,220027,NORDESTE,PIAUI
Alto Longá,220030,NORDESTE,PIAUI
Altos,220040,NORDESTE,PIAUI
Alvorada do Gurguéia,220045,NORDESTE,PIAUI
Amarante,220050,NORDESTE,PIAUI
Angical do Piauí,220060,NORDESTE,PIAUI
Anísio de Abreu,220070,NORDESTE,PIAUI
Antônio Almeida,220080,NORDESTE,PIAUI
Aroazes,220090,NORDESTE,PIAUI
Aroeiras do Itaim,220095,NORDESTE,PIAUI
Arraial,220100,NORDESTE,PIAUI
Assunção do Piauí,220105,NORDESTE,PIAUI
Avelino Lopes,220110,NORDESTE,PIAUI
Baixa Grande do Ribeiro,220115,NORDESTE,PIAUI
Barra D'Alcântara,220117,NORDESTE,PIAUI
Barras,220120,NORDESTE,PIAUI
Barreiras do Piauí,220130,NORDESTE,PIAUI
Barro Duro,220140,NORDESTE,PIAUI
Batalha,220150,NORDESTE,PIAUI
Bela Vista do Piauí,220155,NORDESTE,PIAUI
Belém do Piauí,220157,NORDESTE,PIAUI
Beneditinos,220160,NORDESTE,PIAUI
Bertolínia,220170,NORDESTE,PIAUI
Betânia do Piauí,220173,NORDESTE,PIAUI
Boa Hora,220177,NORDESTE,PIAUI
Bocaina,220180,NORDESTE,PIAUI
Bom Jesus,220190,NORDESTE,PIAUI
Bom Princípio do Piauí,220191,NORDESTE,PIAUI
Bonfim do Piauí,220192,NORDESTE,PIAUI
Boqueirão do Piauí,220194,NORDESTE,PIAUI
Brasileira,220196,NORDESTE,PIAUI
Brejo do Piauí,220198,NORDESTE,PIAUI
Buriti dos Lopes,220200,NORDESTE,PIAUI
Buriti dos Montes,220202,NORDESTE,PIAUI
Cabeceiras do Piauí,220205,NORDESTE,PIAUI
Cajazeiras do Piauí,220207,NORDESTE,PIAUI
Cajueiro da Praia,220208,NORDESTE,PIAUI
Caldeirão Grande do Piauí,220209,NORDESTE,PIAUI
Campinas do Piauí,220210,NORDESTE,PIAUI
Campo Alegre do Fidalgo,220211,NORDESTE,PIAUI
Campo Grande do Piauí,220213,NORDESTE,PIAUI
Campo Largo do Piauí,220217,NORDESTE,PIAUI
Campo Maior,220220,NORDESTE,PIAUI
Canavieira,220225,NORDESTE,PIAUI
Canto do Buriti,220230,NORDESTE,PIAUI
Capitão de Campos,220240,NORDESTE,PIAUI
Capitão Gervásio Oliveira,220245,NORDESTE,PIAUI
Caracol,220250,NORDESTE,PIAUI
Caraúbas do Piauí,220253,NORDESTE,PIAUI
Caridade do Piauí,220255,NORDESTE,PIAUI
Castelo do Piauí,220260,NORDESTE,PIAUI
Caxingó,220265,NORDESTE,PIAUI
Cocal,220270,NORDESTE,PIAUI
Cocal de Telha,220271,NORDESTE,PIAUI
Cocal dos Alves,220272,NORDESTE,PIAUI
Coivaras,220273,NORDESTE,PIAUI
Colônia do Gurguéia,220275,NORDESTE,PIAUI
Colônia do Piauí,220277,NORDESTE,PIAUI
Conceição do Canindé,220280,NORDESTE,PIAUI
Coronel José Dias,220285,NORDESTE,PIAUI
Corrente,220290,NORDESTE,PIAUI
Cristalândia do Piauí,220300,NORDESTE,PIAUI
Cristino Castro,220310,NORDESTE,PIAUI
Curimatá,220320,NORDESTE,PIAUI
Currais,220323,NORDESTE,PIAUI
Curralinhos,220325,NORDESTE,PIAUI
Curral Novo do Piauí,220327,NORDESTE,PIAUI
Demerval Lobão,220330,NORDESTE,PIAUI
Dirceu Arcoverde,220335,NORDESTE,PIAUI
Dom Expedito Lopes,220340,NORDESTE,PIAUI
Domingos Mourão,220342,NORDESTE,PIAUI
Dom Inocêncio,220345,NORDESTE,PIAUI
Elesbão Veloso,220350,NORDESTE,PIAUI
Eliseu Martins,220360,NORDESTE,PIAUI
Esperantina,220370,NORDESTE,PIAUI
Fartura do Piauí,220375,NORDESTE,PIAUI
Flores do Piauí,220380,NORDESTE,PIAUI
Floresta do Piauí,220385,NORDESTE,PIAUI
Floriano,220390,NORDESTE,PIAUI
Francinópolis,220400,NORDESTE,PIAUI
Francisco Ayres,220410,NORDESTE,PIAUI
Francisco Macedo,220415,NORDESTE,PIAUI
Francisco Santos,220420,NORDESTE,PIAUI
Fronteiras,220430,NORDESTE,PIAUI
Geminiano,220435,NORDESTE,PIAUI
Gilbués,220440,NORDESTE,PIAUI
Guadalupe,220450,NORDESTE,PIAUI
Guaribas,220455,NORDESTE,PIAUI
Hugo Napoleão,220460,NORDESTE,PIAUI
Ilha Grande,220465,NORDESTE,PIAUI
Inhuma,220470,NORDESTE,PIAUI
Ipiranga do Piauí,220480,NORDESTE,PIAUI
Isaías Coelho,220490,NORDESTE,PIAUI
Itainópolis,220500,NORDESTE,PIAUI
Itaueira,220510,NORDESTE,PIAUI
Jacobina do Piauí,220515,NORDESTE,PIAUI
Jaicós,220520,NORDESTE,PIAUI
Jardim do Mulato,220525,NORDESTE,PIAUI
Jatobá do Piauí,220527,NORDESTE,PIAUI
Jerumenha,220530,NORDESTE,PIAUI
João Costa,220535,NORDESTE,PIAUI
Joaquim Pires,220540,NORDESTE,PIAUI
Joca Marques,220545,NORDESTE,PIAUI
José de Freitas,220550,NORDESTE,PIAUI
Juazeiro do Piauí,220551,NORDESTE,PIAUI
Júlio Borges,220552,NORDESTE,PIAUI
Jurema,220553,NORDESTE,PIAUI
Lagoinha do Piauí,220554,NORDESTE,PIAUI
Lagoa Alegre,220555,NORDESTE,PIAUI
Lagoa do Barro do Piauí,220556,NORDESTE,PIAUI
Lagoa de São Francisco,220557,NORDESTE,PIAUI
Lagoa do Piauí,220558,NORDESTE,PIAUI
Lagoa do Sítio,220559,NORDESTE,PIAUI
Landri Sales,220560,NORDESTE,PIAUI
Luís Correia,220570,NORDESTE,PIAUI
Luzilândia,220580,NORDESTE,PIAUI
Madeiro,220585,NORDESTE,PIAUI
Manoel Emídio,220590,NORDESTE,PIAUI
Marcolândia,220595,NORDESTE,PIAUI
Marcos Parente,220600,NORDESTE,PIAUI
Massapê do Piauí,220605,NORDESTE,PIAUI
Matias Olímpio,220610,NORDESTE,PIAUI
Miguel Alves,220620,NORDESTE,PIAUI
Miguel Leão,220630,NORDESTE,PIAUI
Milton Brandão,220635,NORDESTE,PIAUI
Monsenhor Gil,220640,NORDESTE,PIAUI
Monsenhor Hipólito,220650,NORDESTE,PIAUI
Monte Alegre do Piauí,220660,NORDESTE,PIAUI
Morro Cabeça no Tempo,220665,NORDESTE,PIAUI
Morro do Chapéu do Piauí,220667,NORDESTE,PIAUI
Murici dos Portelas,220669,NORDESTE,PIAUI
Nazaré do Piauí,220670,NORDESTE,PIAUI
Nazária,220672,NORDESTE,PIAUI
Nossa Senhora de Nazaré,220675,NORDESTE,PIAUI
Nossa Senhora dos Remédios,220680,NORDESTE,PIAUI
Novo Oriente do Piauí,220690,NORDESTE,PIAUI
Novo Santo Antônio,220695,NORDESTE,PIAUI
Oeiras,220700,NORDESTE,PIAUI
Olho D'Água do Piauí,220710,NORDESTE,PIAUI
Padre Marcos,220720,NORDESTE,PIAUI
Paes Landim,220730,NORDESTE,PIAUI
Pajeú do Piauí,220735,NORDESTE,PIAUI
Palmeira do Piauí,220740,NORDESTE,PIAUI
Palmeirais,220750,NORDESTE,PIAUI
Paquetá,220755,NORDESTE,PIAUI
Parnaguá,220760,NORDESTE,PIAUI
Parnaíba,220770,NORDESTE,PIAUI
Passagem Franca do Piauí,220775,NORDESTE,PIAUI
Patos do Piauí,220777,NORDESTE,PIAUI
Pau D'Arco do Piauí,220779,NORDESTE,PIAUI
Paulistana,220780,NORDESTE,PIAUI
Pavussu,220785,NORDESTE,PIAUI
Pedro II,220790,NORDESTE,PIAUI
Pedro Laurentino,220793,NORDESTE,PIAUI
Nova Santa Rita,220795,NORDESTE,PIAUI
Picos,220800,NORDESTE,PIAUI
Pimenteiras,220810,NORDESTE,PIAUI
Pio IX,220820,NORDESTE,PIAUI
Piracuruca,220830,NORDESTE,PIAUI
Piripiri,220840,NORDESTE,PIAUI
Porto,220850,NORDESTE,PIAUI
Porto Alegre do Piauí,220855,NORDESTE,PIAUI
Prata do Piauí,220860,NORDESTE,PIAUI
Queimada Nova,220865,NORDESTE,PIAUI
Redenção do Gurguéia,220870,NORDESTE,PIAUI
Regeneração,220880,NORDESTE,PIAUI
Riacho Frio,220885,NORDESTE,PIAUI
Ribeira do Piauí,220887,NORDESTE,PIAUI
Ribeiro Gonçalves,220890,NORDESTE,PIAUI
Rio Grande do Piauí,220900,NORDESTE,PIAUI
Santa Cruz do Piauí,220910,NORDESTE,PIAUI
Santa Cruz dos Milagres,220915,NORDESTE,PIAUI
Santa Filomena,220920,NORDESTE,PIAUI
Santa Luz,220930,NORDESTE,PIAUI
Santana do Piauí,220935,NORDESTE,PIAUI
Santa Rosa do Piauí,220937,NORDESTE,PIAUI
Santo Antônio de Lisboa,220940,NORDESTE,PIAUI
Santo Antônio dos Milagres,220945,NORDESTE,PIAUI
Santo Inácio do Piauí,220950,NORDESTE,PIAUI
São Braz do Piauí,220955,NORDESTE,PIAUI
São Félix do Piauí,220960,NORDESTE,PIAUI
São Francisco de Assis do Piauí,220965,NORDESTE,PIAUI
São Francisco do Piauí,220970,NORDESTE,PIAUI
São Gonçalo do Gurguéia,220975,NORDESTE,PIAUI
São Gonçalo do Piauí,220980,NORDESTE,PIAUI
São João da Canabrava,220985,NORDESTE,PIAUI
São João da Fronteira,220987,NORDESTE,PIAUI
São João da Serra,220990,NORDESTE,PIAUI
São João da Varjota,220995,NORDESTE,PIAUI
São João do Arraial,220997,NORDESTE,PIAUI
São João do Piauí,221000,NORDESTE,PIAUI
São José do Divino,221005,NORDESTE,PIAUI
São José do Peixe,221010,NORDESTE,PIAUI
São José do Piauí,221020,NORDESTE,PIAUI
São Julião,221030,NORDESTE,PIAUI
São Lourenço do Piauí,221035,NORDESTE,PIAUI
São Luis do Piauí,221037,NORDESTE,PIAUI
São Miguel da Baixa Grande,221038,NORDESTE,PIAUI
São Miguel do Fidalgo,221039,NORDESTE,PIAUI
São Miguel do Tapuio,221040,NORDESTE,PIAUI
São Pedro do Piauí,221050,NORDESTE,PIAUI
São Raimundo Nonato,221060,NORDESTE,PIAUI
Sebastião Barros,221062,NORDESTE,PIAUI
Sebastião Leal,221063,NORDESTE,PIAUI
Sigefredo Pacheco,221065,NORDESTE,PIAUI
Simões,221070,NORDESTE,PIAUI
Simplício Mendes,221080,NORDESTE,PIAUI
Socorro do Piauí,221090,NORDESTE,PIAUI
Sussuapara,221093,NORDESTE,PIAUI
Tamboril do Piauí,221095,NORDESTE,PIAUI
Tanque do Piauí,221097,NORDESTE,PIAUI
Teresina,221100,NORDESTE,PIAUI
União,221110,NORDESTE,PIAUI
Uruçuí,221120,NORDESTE,PIAUI
Valença do Piauí,221130,NORDESTE,PIAUI
Várzea Branca,221135,NORDESTE,PIAUI
Várzea Grande,221140,NORDESTE,PIAUI
Vera Mendes,221150,NORDESTE,PIAUI
Vila Nova do Piauí,221160,NORDESTE,PIAUI
Wall Ferraz,221170,NORDESTE,PIAUI
Município ignorado - CE,230000,NORDESTE,CEARA
Abaiara,230010,NORDESTE,CEARA
Acarape,230015,NORDESTE,CEARA
Acaraú,230020,NORDESTE,CEARA
Acopiara,230030,NORDESTE,CEARA
Aiuaba,230040,NORDESTE,CEARA
Alcântaras,230050,NORDESTE,CEARA
Altaneira,230060,NORDESTE,CEARA
Alto Santo,230070,NORDESTE,CEARA
Amontada,230075,NORDESTE,CEARA
Antonina do Norte,230080,NORDESTE,CEARA
Apuiarés,230090,NORDESTE,CEARA
Aquiraz,230100,NORDESTE,CEARA
Aracati,230110,NORDESTE,CEARA
Aracoiaba,230120,NORDESTE,CEARA
Ararendá,230125,NORDESTE,CEARA
Araripe,230130,NORDESTE,CEARA
Aratuba,230140,NORDESTE,CEARA
Arneiroz,230150,NORDESTE,CEARA
Assaré,230160,NORDESTE,CEARA
Aurora,230170,NORDESTE,CEARA
Baixio,230180,NORDESTE,CEARA
Banabuiú,230185,NORDESTE,CEARA
Barbalha,230190,NORDESTE,CEARA
Barreira,230195,NORDESTE,CEARA
Barro,230200,NORDESTE,CEARA
Barroquinha,230205,NORDESTE,CEARA
Baturité,230210,NORDESTE,CEARA
Beberibe,230220,NORDESTE,CEARA
Bela Cruz,230230,NORDESTE,CEARA
Boa Viagem,230240,NORDESTE,CEARA
Brejo Santo,230250,NORDESTE,CEARA
Camocim,230260,NORDESTE,CEARA
Campos Sales,230270,NORDESTE,CEARA
Canindé,230280,NORDESTE,CEARA
Capistrano,230290,NORDESTE,CEARA
Caridade,230300,NORDESTE,CEARA
Cariré,230310,NORDESTE,CEARA
Caririaçu,230320,NORDESTE,CEARA
Cariús,230330,NORDESTE,CEARA
Carnaubal,230340,NORDESTE,CEARA
Cascavel,230350,NORDESTE,CEARA
Catarina,230360,NORDESTE,CEARA
Catunda,230365,NORDESTE,CEARA
Caucaia,230370,NORDESTE,CEARA
Cedro,230380,NORDESTE,CEARA
Chaval,230390,NORDESTE,CEARA
Choró,230393,NORDESTE,CEARA
Chorozinho,230395,NORDESTE,CEARA
Coreaú,230400,NORDESTE,CEARA
Crateús,230410,NORDESTE,CEARA
Crato,230420,NORDESTE,CEARA
Croatá,230423,NORDESTE,CEARA
Cruz,230425,NORDESTE,CEARA
Deputado Irapuan Pinheiro,230426,NORDESTE,CEARA
Ererê,230427,NORDESTE,CEARA
Eusébio,230428,NORDESTE,CEARA
Farias Brito,230430,NORDESTE,CEARA
Forquilha,230435,NORDESTE,CEARA
Fortaleza,230440,NORDESTE,CEARA
Fortim,230445,NORDESTE,CEARA
Frecheirinha,230450,NORDESTE,CEARA
General Sampaio,230460,NORDESTE,CEARA
Graça,230465,NORDESTE,CEARA
Granja,230470,NORDESTE,CEARA
Granjeiro,230480,NORDESTE,CEARA
Groaíras,230490,NORDESTE,CEARA
Guaiúba,230495,NORDESTE,CEARA
Guaraciaba do Norte,230500,NORDESTE,CEARA
Guaramiranga,230510,NORDESTE,CEARA
Hidrolândia,230520,NORDESTE,CEARA
Horizonte,230523,NORDESTE,CEARA
Ibaretama,230526,NORDESTE,CEARA
Ibiapina,230530,NORDESTE,CEARA
Ibicuitinga,230533,NORDESTE,CEARA
Icapuí,230535,NORDESTE,CEARA
Icó,230540,NORDESTE,CEARA
Iguatu,230550,NORDESTE,CEARA
Independência,230560,NORDESTE,CEARA
Ipaporanga,230565,NORDESTE,CEARA
Ipaumirim,230570,NORDESTE,CEARA
Ipu,230580,NORDESTE,CEARA
Ipueiras,230590,NORDESTE,CEARA
Iracema,230600,NORDESTE,CEARA
Irauçuba,230610,NORDESTE,CEARA
Itaiçaba,230620,NORDESTE,CEARA
Itaitinga,230625,NORDESTE,CEARA
Itapagé,230630,NORDESTE,CEARA
Itapipoca,230640,NORDESTE,CEARA
Itapiúna,230650,NORDESTE,CEARA
Itarema,230655,NORDESTE,CEARA
Itatira,230660,NORDESTE,CEARA
Jaguaretama,230670,NORDESTE,CEARA
Jaguaribara,230680,NORDESTE,CEARA
Jaguaribe,230690,NORDESTE,CEARA
Jaguaruana,230700,NORDESTE,CEARA
Jardim,230710,NORDESTE,CEARA
Jati,230720,NORDESTE,CEARA
Jijoca de Jericoacoara,230725,NORDESTE,CEARA
Juazeiro do Norte,230730,NORDESTE,CEARA
Jucás,230740,NORDESTE,CEARA
Lavras da Mangabeira,230750,NORDESTE,CEARA
Limoeiro do Norte,230760,NORDESTE,CEARA
Madalena,230763,NORDESTE,CEARA
Maracanaú,230765,NORDESTE,CEARA
Maranguape,230770,NORDESTE,CEARA
Marco,230780,NORDESTE,CEARA
Martinópole,230790,NORDESTE,CEARA
Massapê,230800,NORDESTE,CEARA
Mauriti,230810,NORDESTE,CEARA
Meruoca,230820,NORDESTE,CEARA
Milagres,230830,NORDESTE,CEARA
Milhã,230835,NORDESTE,CEARA
Miraíma,230837,NORDESTE,CEARA
Missão Velha,230840,NORDESTE,CEARA
Mombaça,230850,NORDESTE,CEARA
Monsenhor Tabosa,230860,NORDESTE,CEARA
Morada Nova,230870,NORDESTE,CEARA
Moraújo,230880,NORDESTE,CEARA
Morrinhos,230890,NORDESTE,CEARA
Mucambo,230900,NORDESTE,CEARA
Mulungu,230910,NORDESTE,CEARA
Nova Olinda,230920,NORDESTE,CEARA
Nova Russas,230930,NORDESTE,CEARA
Novo Oriente,230940,NORDESTE,CEARA
Ocara,230945,NORDESTE,CEARA
Orós,230950,NORDESTE,CEARA
Pacajus,230960,NORDESTE,CEARA
Pacatuba,230970,NORDESTE,CEARA
Pacoti,230980,NORDESTE,CEARA
Pacujá,230990,NORDESTE,CEARA
Palhano,231000,NORDESTE,CEARA
Palmácia,231010,NORDESTE,CEARA
Paracuru,231020,NORDESTE,CEARA
Paraipaba,231025,NORDESTE,CEARA
Parambu,231030,NORDESTE,CEARA
Paramoti,231040,NORDESTE,CEARA
Pedra Branca,231050,NORDESTE,CEARA
Penaforte,231060,NORDESTE,CEARA
Pentecoste,231070,NORDESTE,CEARA
Pereiro,231080,NORDESTE,CEARA
Pindoretama,231085,NORDESTE,CEARA
Piquet Carneiro,231090,NORDESTE,CEARA
Pires Ferreira,231095,NORDESTE,CEARA
Poranga,231100,NORDESTE,CEARA
Porteiras,231110,NORDESTE,CEARA
Potengi,231120,NORDESTE,CEARA
Potiretama,231123,NORDESTE,CEARA
Quiterianópolis,231126,NORDESTE,CEARA
Quixadá,231130,NORDESTE,CEARA
Quixelô,231135,NORDESTE,CEARA
Quixeramobim,231140,NORDESTE,CEARA
Quixeré,231150,NORDESTE,CEARA
Redenção,231160,NORDESTE,CEARA
Reriutaba,231170,NORDESTE,CEARA
Russas,231180,NORDESTE,CEARA
Saboeiro,231190,NORDESTE,CEARA
Salitre,231195,NORDESTE,CEARA
Santana do Acaraú,231200,NORDESTE,CEARA
Santana do Cariri,231210,NORDESTE,CEARA
Santa Quitéria,231220,NORDESTE,CEARA
São Benedito,231230,NORDESTE,CEARA
São Gonçalo do Amarante,231240,NORDESTE,CEARA
São João do Jaguaribe,231250,NORDESTE,CEARA
São Luís do Curu,231260,NORDESTE,CEARA
Senador Pompeu,231270,NORDESTE,CEARA
Senador Sá,231280,NORDESTE,CEARA
Sobral,231290,NORDESTE,CEARA
Solonópole,231300,NORDESTE,CEARA
Tabuleiro do Norte,231310,NORDESTE,CEARA
Tamboril,231320,NORDESTE,CEARA
Tarrafas,231325,NORDESTE,CEARA
Tauá,231330,NORDESTE,CEARA
Tejuçuoca,231335,NORDESTE,CEARA
Tianguá,231340,NORDESTE,CEARA
Trairi,231350,NORDESTE,CEARA
Tururu,231355,NORDESTE,CEARA
Ubajara,231360,NORDESTE,CEARA
Umari,231370,NORDESTE,CEARA
Umirim,231375,NORDESTE,CEARA
Uruburetama,231380,NORDESTE,CEARA
Uruoca,231390,NORDESTE,CEARA
Varjota,231395,NORDESTE,CEARA
Várzea Alegre,231400,NORDESTE,CEARA
Viçosa do Ceará,231410,NORDESTE,CEARA
Município ignorado - RN,240000,NORDESTE,RIO GRANDE DO NORTE
Acari,240010,NORDESTE,RIO GRANDE DO NORTE
Açu,240020,NORDESTE,RIO GRANDE DO NORTE
Afonso Bezerra,240030,NORDESTE,RIO GRANDE DO NORTE
Água Nova,240040,NORDESTE,RIO GRANDE DO NORTE
Alexandria,240050,NORDESTE,RIO GRANDE DO NORTE
Almino Afonso,240060,NORDESTE,RIO GRANDE DO NORTE
Alto do Rodrigues,240070,NORDESTE,RIO GRANDE DO NORTE
Angicos,240080,NORDESTE,RIO GRANDE DO NORTE
Antônio Martins,240090,NORDESTE,RIO GRANDE DO NORTE
Apodi,240100,NORDESTE,RIO GRANDE DO NORTE
Areia Branca,240110,NORDESTE,RIO GRANDE DO NORTE
Arês,240120,NORDESTE,RIO GRANDE DO NORTE
Augusto Severo,240130,NORDESTE,RIO GRANDE DO NORTE
Baía Formosa,240140,NORDESTE,RIO GRANDE DO NORTE
Baraúna,240145,NORDESTE,RIO GRANDE DO NORTE
Barcelona,240150,NORDESTE,RIO GRANDE DO NORTE
Bento Fernandes,240160,NORDESTE,RIO GRANDE DO NORTE
Bodó,240165,NORDESTE,RIO GRANDE DO NORTE
Bom Jesus,240170,NORDESTE,RIO GRANDE DO NORTE
Brejinho,240180,NORDESTE,RIO GRANDE DO NORTE
Caiçara do Norte,240185,NORDESTE,RIO GRANDE DO NORTE
Caiçara do Rio do Vento,240190,NORDESTE,RIO GRANDE DO NORTE
Caicó,240200,NORDESTE,RIO GRANDE DO NORTE
Campo Redondo,240210,NORDESTE,RIO GRANDE DO NORTE
Canguaretama,240220,NORDESTE,RIO GRANDE DO NORTE
Caraúbas,240230,NORDESTE,RIO GRANDE DO NORTE
Carnaúba dos Dantas,240240,NORDESTE,RIO GRANDE DO NORTE
Carnaubais,240250,NORDESTE,RIO GRANDE DO NORTE
Ceará-Mirim,240260,NORDESTE,RIO GRANDE DO NORTE
Cerro Corá,240270,NORDESTE,RIO GRANDE DO NORTE
Coronel Ezequiel,240280,NORDESTE,RIO GRANDE DO NORTE
Coronel João Pessoa,240290,NORDESTE,RIO GRANDE DO NORTE
Cruzeta,240300,NORDESTE,RIO GRANDE DO NORTE
Currais Novos,240310,NORDESTE,RIO GRANDE DO NORTE
Doutor Severiano,240320,NORDESTE,RIO GRANDE DO NORTE
Parnamirim,240325,NORDESTE,RIO GRANDE DO NORTE
Encanto,240330,NORDESTE,RIO GRANDE DO NORTE
Equador,240340,NORDESTE,RIO GRANDE DO NORTE
Espírito Santo,240350,NORDESTE,RIO GRANDE DO NORTE
Extremoz,240360,NORDESTE,RIO GRANDE DO NORTE
Felipe Guerra,240370,NORDESTE,RIO GRANDE DO NORTE
Fernando Pedroza,240375,NORDESTE,RIO GRANDE DO NORTE
Florânia,240380,NORDESTE,RIO GRANDE DO NORTE
Francisco Dantas,240390,NORDESTE,RIO GRANDE DO NORTE
Frutuoso Gomes,240400,NORDESTE,RIO GRANDE DO NORTE
Galinhos,240410,NORDESTE,RIO GRANDE DO NORTE
Goianinha,240420,NORDESTE,RIO GRANDE DO NORTE
Governador Dix-Sept Rosado,240430,NORDESTE,RIO GRANDE DO NORTE
Grossos,240440,NORDESTE,RIO GRANDE DO NORTE
Guamaré,240450,NORDESTE,RIO GRANDE DO NORTE
Ielmo Marinho,240460,NORDESTE,RIO GRANDE DO NORTE
Ipanguaçu,240470,NORDESTE,RIO GRANDE DO NORTE
Ipueira,240480,NORDESTE,RIO GRANDE DO NORTE
Itajá,240485,NORDESTE,RIO GRANDE DO NORTE
Itaú,240490,NORDESTE,RIO GRANDE DO NORTE
Jaçanã,240500,NORDESTE,RIO GRANDE DO NORTE
Jandaíra,240510,NORDESTE,RIO GRANDE DO NORTE
Janduís,240520,NORDESTE,RIO GRANDE DO NORTE
Januário Cicco,240530,NORDESTE,RIO GRANDE DO NORTE
Japi,240540,NORDESTE,RIO GRANDE DO NORTE
Jardim de Angicos,240550,NORDESTE,RIO GRANDE DO NORTE
Jardim de Piranhas,240560,NORDESTE,RIO GRANDE DO NORTE
Jardim do Seridó,240570,NORDESTE,RIO GRANDE DO NORTE
João Câmara,240580,NORDESTE,RIO GRANDE DO NORTE
João Dias,240590,NORDESTE,RIO GRANDE DO NORTE
José da Penha,240600,NORDESTE,RIO GRANDE DO NORTE
Jucurutu,240610,NORDESTE,RIO GRANDE DO NORTE
Jundiá,240615,NORDESTE,RIO GRANDE DO NORTE
Lagoa d'Anta,240620,NORDESTE,RIO GRANDE DO NORTE
Lagoa de Pedras,240630,NORDESTE,RIO GRANDE DO NORTE
Lagoa de Velhos,240640,NORDESTE,RIO GRANDE DO NORTE
